example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,8.599184036254883
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-14.703962326049805
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,4.7822418212890625
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-17.271780014038086
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-7.880577087402344
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,0.7898483276367188
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-12.470989227294922
train-004891-b2f1a70a4c6c3784,4,2,K,K,True,L,False,False,-4.079011917114258
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-2.5571107864379883
train-004891-b2f1a70a4c6c3784,4,4,N,L,False,L,False,False,-1.5130424499511719
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,5.167377471923828
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-10.018411636352539
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,4.7905778884887695
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-0.9707164764404297
train-009610-03e8ef1029de4aa6,3,2,A,N,False,A,True,False,0.6345272064208984
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,3.8278656005859375
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-16.254732131958008
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-8.056011199951172
train-008107-c0d6d6d612978307,4,3,D,E,False,D,True,False,1.23175048828125
train-008107-c0d6d6d612978307,4,4,D,D,True,D,True,False,1.1921653747558594
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,7.622219085693359
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-12.666091918945312
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,6.076396942138672
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-16.365169525146484
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-4.281467437744141
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,2.1648216247558594
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-12.362343788146973
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-2.626371383666992
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-0.7064037322998047
train-005939-182e2b650f37d23e,4,4,J,D,False,D,False,False,-0.3260183334350586
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,9.821281433105469
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-13.12624740600586
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,6.6454925537109375
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-15.173234939575195
train-006562-5586330a310b8442,3,2,K,K,True,Z,False,False,-3.899658203125
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,1.047067642211914
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-12.461396217346191
train-004179-4e78e3569b88052d,4,2,R,R,True,M,False,False,-7.234519958496094
train-004179-4e78e3569b88052d,4,3,O,O,True,M,False,False,-1.0588417053222656
train-004179-4e78e3569b88052d,4,4,O,M,False,M,False,False,-0.08213424682617188
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,11.78905200958252
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-13.017043113708496
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,4.866619110107422
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-15.825409889221191
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-1.484964370727539
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,0.3358936309814453
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-10.487482070922852
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-4.888429641723633
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.24680328369140625
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,1.160776138305664
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,4.991188049316406
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-15.6293306350708
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,3.655689239501953
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-11.909358024597168
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-2.5744152069091797
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,2.0943002700805664
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-16.66453456878662
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-2.5614356994628906
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-1.5316905975341797
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-0.19352149963378906
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,10.324714660644531
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-10.297950744628906
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,4.686746597290039
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-16.781437873840332
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-7.276723861694336
train-001338-d1072f01b230d8c1,3,3,I,K,False,K,False,False,-0.6040687561035156
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-13.415238380432129
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-5.793750762939453
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-2.587125778198242
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-1.5507240295410156
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,12.805004119873047
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-17.744295120239258
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,7.809455871582031
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-12.59725284576416
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-0.9802036285400391
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,2.8697662353515625
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-15.536459922790527
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-5.561252593994141
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-1.7538814544677734
train-006411-9608362fa0298403,4,4,T,E,False,E,False,False,-0.8816738128662109
