example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.931142807006836
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-15.570894241333008
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,5.695396423339844
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-17.419052124023438
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-4.2881622314453125
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,4.175622940063477
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-12.86030101776123
train-004891-b2f1a70a4c6c3784,4,2,K,K,True,L,False,False,-5.984209060668945
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-2.940389633178711
train-004891-b2f1a70a4c6c3784,4,4,N,L,False,L,False,False,-1.3038225173950195
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,4.688667297363281
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-9.709037780761719
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,5.589988708496094
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-12.553525924682617
train-009610-03e8ef1029de4aa6,3,2,N,N,True,A,False,False,-4.18316650390625
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,2.808673858642578
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-15.812250137329102
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-7.961883544921875
train-008107-c0d6d6d612978307,4,3,D,E,False,D,True,False,1.0364952087402344
train-008107-c0d6d6d612978307,4,4,D,D,True,D,True,False,1.4681625366210938
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,7.588905334472656
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-12.058490753173828
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,5.116495132446289
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-16.92462921142578
