example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,10.038545608520508
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-19.154224395751953
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,13.324897766113281
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-20.10383892059326
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-10.120576858520508
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,8.179113388061523
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-15.454842567443848
train-004891-b2f1a70a4c6c3784,4,2,N,K,False,L,False,False,-3.092733383178711
train-004891-b2f1a70a4c6c3784,4,3,L,N,False,L,True,False,0.7083511352539062
train-004891-b2f1a70a4c6c3784,4,4,L,L,True,L,True,False,4.571338653564453
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,8.761274337768555
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-13.482210159301758
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,7.480828285217285
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-18.542150497436523
train-009610-03e8ef1029de4aa6,3,2,N,N,True,A,False,False,-7.868341445922852
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,6.754870414733887
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-16.880117416381836
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-9.614119529724121
train-008107-c0d6d6d612978307,4,3,E,E,True,D,False,False,-7.487797737121582
train-008107-c0d6d6d612978307,4,4,E,D,False,D,False,False,-2.409900665283203
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,11.092714309692383
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-17.32841968536377
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,9.294343948364258
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-19.890655517578125
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-10.376445770263672
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,7.611425399780273
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-13.5402250289917
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-7.48325252532959
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-4.2649383544921875
train-005939-182e2b650f37d23e,4,4,J,D,False,D,False,False,-0.49346160888671875
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,10.802217483520508
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-15.37279224395752
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,6.844412803649902
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-17.158885955810547
train-006562-5586330a310b8442,3,2,K,K,True,Z,False,False,-11.069490432739258
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,8.080683708190918
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-10.430232048034668
train-004179-4e78e3569b88052d,4,2,R,R,True,M,False,False,-11.02365779876709
train-004179-4e78e3569b88052d,4,3,O,O,True,M,False,False,-4.046049118041992
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,0.5538597106933594
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,13.568878173828125
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-16.3344783782959
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,11.214069366455078
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-15.499665260314941
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-4.665081024169922
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,7.34902286529541
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-12.23861312866211
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-9.613567352294922
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-2.662935256958008
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,0.6993007659912109
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,13.121849060058594
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-18.44125461578369
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,8.362983703613281
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-16.14991855621338
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-11.909956932067871
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,2.9389915466308594
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-19.0895414352417
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-8.157045364379883
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-3.5405197143554688
train-003539-1806268616c07bc0,4,4,K,K,True,K,True,False,1.7037601470947266
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,10.713151931762695
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-13.017730712890625
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,12.646597862243652
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-19.186548233032227
