example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.429218292236328
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-9.255423545837402
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,0.1244049072265625
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-11.032251358032227
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-0.633453369140625
train-004714-99115a41384001ee,3,3,H,S,False,S,False,False,-0.3914222717285156
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-8.852338790893555
train-004891-b2f1a70a4c6c3784,4,2,F,K,False,L,False,False,-1.977147102355957
train-004891-b2f1a70a4c6c3784,4,3,J,N,False,L,False,False,-1.4390277862548828
train-004891-b2f1a70a4c6c3784,4,4,J,L,False,L,False,False,-1.2493352890014648
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,8.09100341796875
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-8.630132675170898
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,0.10015678405761719
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-8.46420955657959
train-009610-03e8ef1029de4aa6,3,2,H,N,False,A,False,False,-3.8460893630981445
train-009610-03e8ef1029de4aa6,3,3,H,A,False,A,False,False,-2.9433765411376953
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-11.095234870910645
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-2.3371801376342773
train-008107-c0d6d6d612978307,4,3,V,E,False,D,False,False,-1.6512012481689453
train-008107-c0d6d6d612978307,4,4,V,D,False,D,False,False,-1.4629840850830078
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,4.055881500244141
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-8.529817581176758
train-000641-68f09a70cc19d59d,2,2,J,U,False,U,False,False,-0.1791543960571289
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-10.46662712097168
train-001314-b166b2b679c9e4ea,3,2,Q,V,False,A,False,False,-1.7599401473999023
train-001314-b166b2b679c9e4ea,3,3,Q,A,False,A,False,False,-1.119645118713379
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-8.794231414794922
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-0.954193115234375
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-0.13966655731201172
train-005939-182e2b650f37d23e,4,4,E,D,False,D,False,False,-0.4135007858276367
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,6.232076644897461
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-8.135920524597168
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,1.9426603317260742
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-9.28313159942627
train-006562-5586330a310b8442,3,2,H,K,False,Z,False,False,-0.5491456985473633
train-006562-5586330a310b8442,3,3,H,Z,False,Z,False,False,-0.5254030227661133
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-9.33952808380127
train-004179-4e78e3569b88052d,4,2,N,R,False,M,False,False,-1.3452320098876953
train-004179-4e78e3569b88052d,4,3,N,O,False,M,False,False,-0.23009777069091797
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,0.10552120208740234
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,7.974457740783691
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-9.00145149230957
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,0.054718971252441406
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-11.296825408935547
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-1.2181339263916016
train-001642-6899983b3808643c,3,3,F,J,False,J,False,False,-0.8380308151245117
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-8.116247177124023
train-001155-eefdfe1ab39b61e2,4,2,T,A,False,B,False,False,-1.091109275817871
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.21065235137939453
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,0.24437999725341797
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,9.099872589111328
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-12.883633613586426
train-001185-aaf9d2b2758766d8,2,2,N,I,False,I,False,False,-1.933100700378418
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-9.50605583190918
