example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,11.247163772583008
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-18.50096321105957
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,15.807099342346191
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-19.915037155151367
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-10.121198654174805
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,8.935501098632812
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-17.102787971496582
train-004891-b2f1a70a4c6c3784,4,2,K,K,True,L,False,False,-8.143708229064941
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-5.3228254318237305
train-004891-b2f1a70a4c6c3784,4,4,L,L,True,L,True,False,2.8602256774902344
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,10.400428771972656
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-11.668478012084961
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,10.022159576416016
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-10.0035400390625
train-009610-03e8ef1029de4aa6,3,2,N,N,True,A,False,False,-9.40081787109375
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,7.236896514892578
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-16.908164978027344
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-11.705437660217285
train-008107-c0d6d6d612978307,4,3,E,E,True,D,False,False,-7.893928527832031
train-008107-c0d6d6d612978307,4,4,D,D,True,D,True,False,0.9189662933349609
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,11.789749145507812
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-14.305994033813477
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,12.926290512084961
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-19.612792015075684
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-5.740013122558594
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,10.510119438171387
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-12.795236587524414
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-8.792203903198242
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-2.0317306518554688
train-005939-182e2b650f37d23e,4,4,D,D,True,D,True,False,5.967586517333984
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,9.400131225585938
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-15.593826293945312
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,9.109796524047852
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-17.797496795654297
train-006562-5586330a310b8442,3,2,K,K,True,Z,False,False,-12.357156753540039
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,6.797971725463867
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-11.443523406982422
train-004179-4e78e3569b88052d,4,2,R,R,True,M,False,False,-13.03917407989502
train-004179-4e78e3569b88052d,4,3,O,O,True,M,False,False,-2.84857177734375
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,4.524702072143555
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,12.50222396850586
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-14.41799545288086
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,12.562463760375977
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-15.322630882263184
train-001642-6899983b3808643c,3,2,K,F,False,J,False,False,-1.8153629302978516
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,10.001199722290039
