example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,11.550493240356445
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-18.687801361083984
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,14.736316680908203
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-20.041903495788574
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-10.717771530151367
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,6.661684036254883
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-17.11820888519287
train-004891-b2f1a70a4c6c3784,4,2,K,K,True,L,False,False,-9.558627128601074
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-5.009238243103027
train-004891-b2f1a70a4c6c3784,4,4,L,L,True,L,True,False,0.8212890625
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,9.739486694335938
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-13.27499771118164
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,8.504932403564453
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-17.323622703552246
train-009610-03e8ef1029de4aa6,3,2,N,N,True,A,False,False,-7.431966781616211
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,4.252107620239258
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-15.751145362854004
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-8.576351165771484
train-008107-c0d6d6d612978307,4,3,E,E,True,D,False,False,-5.645718574523926
train-008107-c0d6d6d612978307,4,4,D,D,True,D,True,False,1.3906421661376953
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,10.604436874389648
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-14.390151977539062
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,11.05583381652832
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-19.711355209350586
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-7.854509353637695
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,8.405664443969727
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-13.41117000579834
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-8.190330505371094
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-2.1276206970214844
train-005939-182e2b650f37d23e,4,4,D,D,True,D,True,False,5.371977806091309
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,9.767400741577148
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-15.703872680664062
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,4.904356956481934
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-17.647422790527344
train-006562-5586330a310b8442,3,2,K,K,True,Z,False,False,-11.535816192626953
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,7.6442060470581055
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-10.951207160949707
train-004179-4e78e3569b88052d,4,2,R,R,True,M,False,False,-12.153590202331543
train-004179-4e78e3569b88052d,4,3,O,O,True,M,False,False,-3.350510597229004
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,4.348628997802734
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,12.973175048828125
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-14.84478759765625
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,11.585214614868164
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-13.963303565979004
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-11.046747207641602
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,5.777778625488281
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-9.53860855102539
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-8.62022590637207
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-4.852848052978516
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,1.8290729522705078
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,14.80639934539795
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-17.633058547973633
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,7.516136169433594
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-15.70401382446289
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-9.585700988769531
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,8.019908905029297
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-18.587559700012207
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-7.812175750732422
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-0.3087177276611328
train-003539-1806268616c07bc0,4,4,K,K,True,K,True,False,6.415763854980469
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,11.721587181091309
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-11.32551383972168
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,13.52614974975586
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-19.342612266540527
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-15.057961463928223
train-001338-d1072f01b230d8c1,3,3,K,K,True,K,True,False,5.071803092956543
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-15.895261764526367
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-10.895293235778809
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-4.31536865234375
train-008211-040b3b5923f7d26d,4,4,I,I,True,I,True,False,0.5726127624511719
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,17.24204158782959
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-19.387822151184082
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,12.424171447753906
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-14.604360580444336
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-7.786897659301758
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,3.7349681854248047
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-17.383946418762207
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-6.394077301025391
train-006411-9608362fa0298403,4,3,E,T,False,E,True,False,0.4112224578857422
train-006411-9608362fa0298403,4,4,E,E,True,E,True,False,4.668915748596191
