example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.574336051940918
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-8.90553092956543
train-003737-09a01dcef225297d,2,2,Q,F,False,F,False,False,-0.37628746032714844
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-10.263727188110352
train-004714-99115a41384001ee,3,2,S,H,False,S,True,False,0.1433420181274414
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,0.18401813507080078
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-8.499152183532715
train-004891-b2f1a70a4c6c3784,4,2,V,K,False,L,False,False,-1.4936113357543945
train-004891-b2f1a70a4c6c3784,4,3,V,N,False,L,False,False,-1.0549440383911133
train-004891-b2f1a70a4c6c3784,4,4,V,L,False,L,False,False,-0.8693580627441406
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,8.055956840515137
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-8.803487777709961
train-006137-38ccadb94faafdaf,2,2,L,H,False,H,False,False,-1.0179939270019531
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-8.993560791015625
train-009610-03e8ef1029de4aa6,3,2,H,N,False,A,False,False,-3.1355791091918945
train-009610-03e8ef1029de4aa6,3,3,H,A,False,A,False,False,-2.195908546447754
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-10.592035293579102
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-2.2199840545654297
train-008107-c0d6d6d612978307,4,3,V,E,False,D,False,False,-1.4884729385375977
train-008107-c0d6d6d612978307,4,4,V,D,False,D,False,False,-1.2992315292358398
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,4.048437118530273
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-9.806103706359863
train-000641-68f09a70cc19d59d,2,2,J,U,False,U,False,False,-0.8430900573730469
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-10.005168914794922
train-001314-b166b2b679c9e4ea,3,2,Q,V,False,A,False,False,-1.539851188659668
train-001314-b166b2b679c9e4ea,3,3,Q,A,False,A,False,False,-1.226785659790039
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-8.426007270812988
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-0.8274440765380859
train-005939-182e2b650f37d23e,4,3,N,J,False,D,False,False,-0.3634653091430664
train-005939-182e2b650f37d23e,4,4,J,D,False,D,False,False,-0.5203781127929688
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,7.05455207824707
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-7.974854469299316
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,0.8071498870849609
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-9.365647315979004
train-006562-5586330a310b8442,3,2,H,K,False,Z,False,False,-0.7878751754760742
train-006562-5586330a310b8442,3,3,H,Z,False,Z,False,False,-0.645726203918457
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-8.79175090789795
train-004179-4e78e3569b88052d,4,2,N,R,False,M,False,False,-1.0128097534179688
train-004179-4e78e3569b88052d,4,3,N,O,False,M,False,False,-0.11177539825439453
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,0.15029430389404297
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,5.916496276855469
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-8.473722457885742
train-001081-6446f3b521b445a4,2,2,Z,P,False,P,False,False,-0.29204750061035156
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-11.394112586975098
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-1.200815200805664
train-001642-6899983b3808643c,3,3,F,J,False,J,False,False,-0.8789234161376953
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-8.540904998779297
train-001155-eefdfe1ab39b61e2,4,2,T,A,False,B,False,False,-0.6988916397094727
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.11334800720214844
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,0.2467031478881836
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,7.394237518310547
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-12.686615943908691
train-001185-aaf9d2b2758766d8,2,2,V,I,False,I,False,False,-2.172884941101074
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-9.008548736572266
train-004042-854a8077f22b1779,3,2,L,W,False,M,False,False,-1.0997638702392578
train-004042-854a8077f22b1779,3,3,L,M,False,M,False,False,-0.3358736038208008
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-11.075078010559082
train-003539-1806268616c07bc0,4,2,H,X,False,K,False,False,-0.8907794952392578
train-003539-1806268616c07bc0,4,3,H,S,False,K,False,False,-0.7797918319702148
train-003539-1806268616c07bc0,4,4,H,K,False,K,False,False,-0.914586067199707
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,8.65400218963623
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-8.622398376464844
train-000793-4630455356dcb706,2,2,G,B,False,B,False,False,-0.7888631820678711
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-10.887130737304688
train-001338-d1072f01b230d8c1,3,2,I,H,False,K,False,False,-1.356576919555664
train-001338-d1072f01b230d8c1,3,3,I,K,False,K,False,False,-0.8487644195556641
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-9.263277053833008
train-008211-040b3b5923f7d26d,4,2,L,F,False,I,False,False,-2.649014472961426
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-2.311537742614746
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-2.3401336669921875
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,7.945309638977051
