example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.780055046081543
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-9.805273056030273
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,1.0747203826904297
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-12.401437759399414
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-4.286417007446289
train-004714-99115a41384001ee,3,3,H,S,False,S,False,False,-1.7575502395629883
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-9.660825729370117
train-004891-b2f1a70a4c6c3784,4,2,N,K,False,L,False,False,-0.688572883605957
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-1.748499870300293
train-004891-b2f1a70a4c6c3784,4,4,N,L,False,L,False,False,-1.443704605102539
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,7.022149085998535
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-6.944423675537109
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,2.3573570251464844
train-009610-03e8ef1029de4aa6,3,1,A,P,False,A,True,False,3.2103099822998047
train-009610-03e8ef1029de4aa6,3,2,S,N,False,A,False,False,-3.4812021255493164
train-009610-03e8ef1029de4aa6,3,3,S,A,False,A,False,False,-2.3563308715820312
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-13.236601829528809
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-3.045008659362793
train-008107-c0d6d6d612978307,4,3,E,E,True,D,False,False,-1.4706478118896484
train-008107-c0d6d6d612978307,4,4,E,D,False,D,False,False,-1.327810287475586
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,4.49656867980957
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-8.097700119018555
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,1.8320350646972656
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-11.242624282836914
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-2.701719284057617
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,0.03181266784667969
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-9.009312629699707
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-0.9206571578979492
train-005939-182e2b650f37d23e,4,3,D,J,False,D,True,False,0.8855648040771484
train-005939-182e2b650f37d23e,4,4,D,D,True,D,True,False,0.5746288299560547
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,4.376651763916016
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-9.862264633178711
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,1.3025035858154297
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-9.064924240112305
train-006562-5586330a310b8442,3,2,Z,K,False,Z,True,False,0.5890998840332031
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,0.34763145446777344
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-10.256027221679688
train-004179-4e78e3569b88052d,4,2,E,R,False,M,False,False,-2.3454647064208984
train-004179-4e78e3569b88052d,4,3,L,O,False,M,False,False,-1.7495689392089844
train-004179-4e78e3569b88052d,4,4,L,M,False,M,False,False,-1.7159318923950195
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,7.981640815734863
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-9.601981163024902
train-001081-6446f3b521b445a4,2,2,Z,P,False,P,False,False,-0.034511566162109375
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-12.487894058227539
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-2.8342809677124023
train-001642-6899983b3808643c,3,3,F,J,False,J,False,False,-1.5659875869750977
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-8.36197566986084
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-2.5617942810058594
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-0.3118467330932617
train-001155-eefdfe1ab39b61e2,4,4,N,B,False,B,False,False,-0.0649557113647461
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,10.77581787109375
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-11.99145221710205
