example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.156316757202148
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-13.117673873901367
train-003737-09a01dcef225297d,2,2,F,F,True,F,True,False,2.5739002227783203
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-14.05612850189209
train-004714-99115a41384001ee,3,2,H,H,True,S,False,False,-0.3026866912841797
train-004714-99115a41384001ee,3,3,S,S,True,S,True,False,2.925234794616699
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-11.844846725463867
train-004891-b2f1a70a4c6c3784,4,2,K,K,True,L,False,False,-3.386852264404297
train-004891-b2f1a70a4c6c3784,4,3,N,N,True,L,False,False,-2.861374855041504
train-004891-b2f1a70a4c6c3784,4,4,K,L,False,L,False,False,-2.2115182876586914
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,5.809795379638672
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-7.622098922729492
train-006137-38ccadb94faafdaf,2,2,H,H,True,H,True,False,3.3408889770507812
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-9.215717315673828
train-009610-03e8ef1029de4aa6,3,2,N,N,True,A,False,False,-0.4945335388183594
train-009610-03e8ef1029de4aa6,3,3,A,A,True,A,True,False,1.1337499618530273
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-15.191852569580078
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-4.312875747680664
train-008107-c0d6d6d612978307,4,3,E,E,True,D,False,False,-1.6906490325927734
train-008107-c0d6d6d612978307,4,4,E,D,False,D,False,False,-1.7451610565185547
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,6.84794807434082
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-9.598945617675781
train-000641-68f09a70cc19d59d,2,2,U,U,True,U,True,False,2.91156005859375
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-13.463628768920898
train-001314-b166b2b679c9e4ea,3,2,V,V,True,A,False,False,-2.4439773559570312
train-001314-b166b2b679c9e4ea,3,3,A,A,True,A,True,False,1.0629959106445312
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-10.856203079223633
train-005939-182e2b650f37d23e,4,2,W,W,True,D,False,False,-3.0018043518066406
train-005939-182e2b650f37d23e,4,3,J,J,True,D,False,False,-0.18296051025390625
train-005939-182e2b650f37d23e,4,4,D,D,True,D,True,False,0.04774665832519531
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,7.154827117919922
