example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004648-83c40a180d9a4f56,1,1,N,N,True,N,True,False,7.946114540100098
train-003737-09a01dcef225297d,2,1,Y,Y,True,F,False,False,-8.163262367248535
train-003737-09a01dcef225297d,2,2,Q,F,False,F,False,False,-1.0809268951416016
train-004714-99115a41384001ee,3,1,Y,Y,True,S,False,False,-8.122841835021973
train-004714-99115a41384001ee,3,2,Y,H,False,S,False,False,-1.4371309280395508
train-004714-99115a41384001ee,3,3,Y,S,False,S,False,False,-0.22967243194580078
train-004891-b2f1a70a4c6c3784,4,1,F,F,True,L,False,False,-8.76476764678955
train-004891-b2f1a70a4c6c3784,4,2,F,K,False,L,False,False,-2.3209056854248047
train-004891-b2f1a70a4c6c3784,4,3,C,N,False,L,False,False,-1.6177520751953125
train-004891-b2f1a70a4c6c3784,4,4,C,L,False,L,False,False,-1.8624095916748047
train-007056-0d586e67cbcb5a15,1,1,O,O,True,O,True,False,8.726298332214355
train-006137-38ccadb94faafdaf,2,1,B,B,True,H,False,False,-8.01057243347168
train-006137-38ccadb94faafdaf,2,2,N,H,False,H,False,False,-0.7071161270141602
train-009610-03e8ef1029de4aa6,3,1,P,P,True,A,False,False,-8.394466400146484
train-009610-03e8ef1029de4aa6,3,2,P,N,False,A,False,False,-1.3747167587280273
train-009610-03e8ef1029de4aa6,3,3,C,A,False,A,False,False,-0.5035066604614258
train-008107-c0d6d6d612978307,4,1,Q,Q,True,D,False,False,-8.650662422180176
train-008107-c0d6d6d612978307,4,2,V,V,True,D,False,False,-1.3957843780517578
train-008107-c0d6d6d612978307,4,3,Q,E,False,D,False,False,-0.8301019668579102
train-008107-c0d6d6d612978307,4,4,Q,D,False,D,False,False,-0.970794677734375
train-002000-ae67e35d9855b2c4,1,1,P,P,True,P,True,False,6.508901596069336
train-000641-68f09a70cc19d59d,2,1,B,B,True,U,False,False,-10.252548217773438
train-000641-68f09a70cc19d59d,2,2,J,U,False,U,False,False,-1.5551815032958984
train-001314-b166b2b679c9e4ea,3,1,Q,Q,True,A,False,False,-8.844400405883789
train-001314-b166b2b679c9e4ea,3,2,Q,V,False,A,False,False,-1.8331890106201172
train-001314-b166b2b679c9e4ea,3,3,C,A,False,A,False,False,-1.0089378356933594
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-7.768919944763184
train-005939-182e2b650f37d23e,4,2,F,W,False,D,False,False,-1.5744781494140625
train-005939-182e2b650f37d23e,4,3,E,J,False,D,False,False,-0.5215682983398438
train-005939-182e2b650f37d23e,4,4,E,D,False,D,False,False,-0.6127290725708008
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,7.998676300048828
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-7.561700820922852
train-005473-aef6edbd7667270b,2,2,A,L,False,L,False,False,-1.0420103073120117
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-6.932040214538574
train-006562-5586330a310b8442,3,2,B,K,False,Z,False,False,-0.018309593200683594
train-006562-5586330a310b8442,3,3,B,Z,False,Z,False,False,-0.28387928009033203
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-8.0169038772583
train-004179-4e78e3569b88052d,4,2,E,R,False,M,False,False,-0.9688138961791992
train-004179-4e78e3569b88052d,4,3,E,O,False,M,False,False,-0.22838497161865234
train-004179-4e78e3569b88052d,4,4,C,M,False,M,False,False,-0.4276132583618164
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,6.647072792053223
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-7.638935089111328
train-001081-6446f3b521b445a4,2,2,Z,P,False,P,False,False,-1.828211784362793
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-10.463048934936523
train-001642-6899983b3808643c,3,2,Q,F,False,J,False,False,-1.2926158905029297
train-001642-6899983b3808643c,3,3,Q,J,False,J,False,False,-1.2554283142089844
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-6.836515426635742
train-001155-eefdfe1ab39b61e2,4,2,B,A,False,B,True,False,0.03855419158935547
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.16793441772460938
train-001155-eefdfe1ab39b61e2,4,4,C,B,False,B,False,False,-0.3239250183105469
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,8.803693771362305
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-11.912032127380371
train-001185-aaf9d2b2758766d8,2,2,N,I,False,I,False,False,-2.3650569915771484
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-7.555253982543945
train-004042-854a8077f22b1779,3,2,Y,W,False,M,False,False,-1.8392467498779297
train-004042-854a8077f22b1779,3,3,Y,M,False,M,False,False,-1.0032835006713867
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-11.438279151916504
train-003539-1806268616c07bc0,4,2,S,X,False,K,False,False,-2.350588798522949
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-1.617121696472168
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-1.3857860565185547
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,6.398431777954102
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-7.576754570007324
train-000793-4630455356dcb706,2,2,G,B,False,B,False,False,-2.0120277404785156
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-10.136595726013184
train-001338-d1072f01b230d8c1,3,2,I,H,False,K,False,False,-0.8877582550048828
train-001338-d1072f01b230d8c1,3,3,C,K,False,K,False,False,-0.9636745452880859
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-8.469396591186523
train-008211-040b3b5923f7d26d,4,2,L,F,False,I,False,False,-2.325092315673828
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-1.9329700469970703
train-008211-040b3b5923f7d26d,4,4,C,I,False,I,False,False,-2.0387496948242188
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,7.856973648071289
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-10.370960235595703
train-007313-c8c185b97e25cdd9,2,2,M,E,False,E,False,False,-1.5024290084838867
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-7.605203628540039
train-001618-a4392d1078b9d7c6,3,2,F,M,False,P,False,False,-0.8966083526611328
train-001618-a4392d1078b9d7c6,3,3,C,P,False,P,False,False,-0.8233108520507812
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-9.819964408874512
train-006411-9608362fa0298403,4,2,Q,U,False,E,False,False,-1.479844093322754
train-006411-9608362fa0298403,4,3,Q,T,False,E,False,False,-0.5817995071411133
train-006411-9608362fa0298403,4,4,C,E,False,E,False,False,-0.5836067199707031
