example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-007784-617a2c600ec4e3a3,1,1,M,M,True,M,True,False,5.230327606201172
train-004489-65c0020ea520dc92,2,1,P,P,True,K,False,False,-12.592353820800781
train-004489-65c0020ea520dc92,2,2,K,K,True,K,True,False,6.734842300415039
train-003450-00e626c020401ca6,3,1,G,G,True,V,False,False,-19.18811321258545
train-003450-00e626c020401ca6,3,2,Z,Z,True,V,False,False,-13.6204195022583
train-003450-00e626c020401ca6,3,3,V,V,True,V,True,False,1.3873958587646484
train-006571-80d4ec6e2c52b48c,4,1,X,X,True,B,False,False,-16.830859184265137
train-006571-80d4ec6e2c52b48c,4,2,G,G,True,B,False,False,-10.351887702941895
train-006571-80d4ec6e2c52b48c,4,3,S,S,True,B,False,False,-8.718998908996582
train-006571-80d4ec6e2c52b48c,4,4,M,B,False,B,False,False,-3.350865364074707
train-009368-248d6f593a53b386,1,1,U,U,True,U,True,False,11.583269119262695
train-007337-544cdf598339848d,2,1,S,S,True,C,False,False,-7.376091003417969
train-007337-544cdf598339848d,2,2,C,C,True,C,True,False,10.816886901855469
train-007962-a45560a716f6803b,3,1,T,T,True,N,False,False,-16.954792022705078
train-007962-a45560a716f6803b,3,2,D,D,True,N,False,False,-11.797098159790039
train-007962-a45560a716f6803b,3,3,N,N,True,N,True,False,5.128578186035156
train-005771-32d4e4dc90a4581a,4,1,T,T,True,P,False,False,-15.239870071411133
train-005771-32d4e4dc90a4581a,4,2,Y,Y,True,P,False,False,-11.83614444732666
train-005771-32d4e4dc90a4581a,4,3,B,B,True,P,False,False,-4.788010597229004
train-005771-32d4e4dc90a4581a,4,4,P,P,True,P,True,False,0.41419124603271484
train-003584-dcb0ab56c4bed25a,1,1,F,F,True,F,True,False,4.228937149047852
train-002065-d4932c6763ee63b0,2,1,P,P,True,T,False,False,-17.099719047546387
train-002065-d4932c6763ee63b0,2,2,T,T,True,T,True,False,6.738313674926758
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-17.95521640777588
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-9.436088562011719
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,3.607370376586914
train-001131-c8e52f8b477ff1f2,4,1,G,G,True,R,False,False,-17.020614624023438
train-001131-c8e52f8b477ff1f2,4,2,K,Y,False,R,False,False,-7.172266006469727
train-001131-c8e52f8b477ff1f2,4,3,K,B,False,R,False,False,-2.239206314086914
train-001131-c8e52f8b477ff1f2,4,4,K,R,False,R,False,False,-0.7554779052734375
train-001032-d09d350cd6983b6a,1,1,J,J,True,J,True,False,15.361505508422852
train-006793-0e761e6229b053d6,2,1,N,N,True,M,False,False,-16.836774826049805
train-006793-0e761e6229b053d6,2,2,M,M,True,M,True,False,8.591897964477539
train-001802-d91f5772d1b2cced,3,1,I,I,True,P,False,False,-19.25871753692627
train-001802-d91f5772d1b2cced,3,2,Y,Y,True,P,False,False,-11.544792175292969
train-001802-d91f5772d1b2cced,3,3,P,P,True,P,True,False,8.95012092590332
train-007571-8e793e79f69aa0c6,4,1,G,G,True,C,False,False,-14.587265014648438
train-007571-8e793e79f69aa0c6,4,2,N,N,True,C,False,False,-8.931438446044922
train-007571-8e793e79f69aa0c6,4,3,B,B,True,C,False,False,-4.401866912841797
train-007571-8e793e79f69aa0c6,4,4,C,C,True,C,True,False,1.434000015258789
