example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-007784-617a2c600ec4e3a3,1,1,M,M,True,M,True,False,5.352684020996094
train-004489-65c0020ea520dc92,2,1,P,P,True,K,False,False,-14.408832550048828
train-004489-65c0020ea520dc92,2,2,K,K,True,K,True,False,7.834331512451172
train-003450-00e626c020401ca6,3,1,G,G,True,V,False,False,-17.81600570678711
train-003450-00e626c020401ca6,3,2,Z,Z,True,V,False,False,-13.21282958984375
train-003450-00e626c020401ca6,3,3,J,V,False,V,False,False,-1.943979263305664
train-006571-80d4ec6e2c52b48c,4,1,X,X,True,B,False,False,-19.164177894592285
train-006571-80d4ec6e2c52b48c,4,2,G,G,True,B,False,False,-11.098372459411621
train-006571-80d4ec6e2c52b48c,4,3,S,S,True,B,False,False,-10.225193977355957
train-006571-80d4ec6e2c52b48c,4,4,B,B,True,B,True,False,1.6704559326171875
train-009368-248d6f593a53b386,1,1,U,U,True,U,True,False,12.682933807373047
train-007337-544cdf598339848d,2,1,S,S,True,C,False,False,-7.920829772949219
train-007337-544cdf598339848d,2,2,C,C,True,C,True,False,11.333967208862305
train-007962-a45560a716f6803b,3,1,T,T,True,N,False,False,-16.05849838256836
train-007962-a45560a716f6803b,3,2,D,D,True,N,False,False,-12.830423355102539
train-007962-a45560a716f6803b,3,3,N,N,True,N,True,False,8.16351318359375
train-005771-32d4e4dc90a4581a,4,1,T,T,True,P,False,False,-14.507423400878906
train-005771-32d4e4dc90a4581a,4,2,Y,Y,True,P,False,False,-12.225398063659668
train-005771-32d4e4dc90a4581a,4,3,B,B,True,P,False,False,-8.199024200439453
train-005771-32d4e4dc90a4581a,4,4,P,P,True,P,True,False,3.0565185546875
train-003584-dcb0ab56c4bed25a,1,1,F,F,True,F,True,False,6.69914436340332
train-002065-d4932c6763ee63b0,2,1,P,P,True,T,False,False,-17.935585021972656
train-002065-d4932c6763ee63b0,2,2,T,T,True,T,True,False,7.911645889282227
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-17.284320831298828
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-10.960601806640625
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,4.009359359741211
train-001131-c8e52f8b477ff1f2,4,1,G,G,True,R,False,False,-18.114994049072266
train-001131-c8e52f8b477ff1f2,4,2,Y,Y,True,R,False,False,-11.750027656555176
train-001131-c8e52f8b477ff1f2,4,3,B,B,True,R,False,False,-11.792129516601562
train-001131-c8e52f8b477ff1f2,4,4,R,R,True,R,True,False,6.5350847244262695
train-001032-d09d350cd6983b6a,1,1,J,J,True,J,True,False,16.07175350189209
train-006793-0e761e6229b053d6,2,1,N,N,True,M,False,False,-11.329704284667969
train-006793-0e761e6229b053d6,2,2,M,M,True,M,True,False,10.498064041137695
train-001802-d91f5772d1b2cced,3,1,I,I,True,P,False,False,-18.298809051513672
train-001802-d91f5772d1b2cced,3,2,Y,Y,True,P,False,False,-11.428266525268555
train-001802-d91f5772d1b2cced,3,3,P,P,True,P,True,False,10.8904390335083
train-007571-8e793e79f69aa0c6,4,1,G,G,True,C,False,False,-14.675240516662598
train-007571-8e793e79f69aa0c6,4,2,N,N,True,C,False,False,-12.678719520568848
train-007571-8e793e79f69aa0c6,4,3,B,B,True,C,False,False,-9.2257719039917
train-007571-8e793e79f69aa0c6,4,4,C,C,True,C,True,False,4.9294891357421875
