example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-007784-617a2c600ec4e3a3,1,1,M,M,True,M,True,False,11.06710147857666
train-004489-65c0020ea520dc92,2,1,P,P,True,K,False,False,-16.049715995788574
train-004489-65c0020ea520dc92,2,2,W,K,False,K,False,False,-0.3142223358154297
train-003450-00e626c020401ca6,3,1,G,G,True,V,False,False,-17.525964736938477
train-003450-00e626c020401ca6,3,2,Z,Z,True,V,False,False,-13.923599243164062
train-003450-00e626c020401ca6,3,3,E,V,False,V,False,False,-3.8450546264648438
train-006571-80d4ec6e2c52b48c,4,1,X,X,True,B,False,False,-17.574273109436035
train-006571-80d4ec6e2c52b48c,4,2,G,G,True,B,False,False,-10.810956954956055
train-006571-80d4ec6e2c52b48c,4,3,S,S,True,B,False,False,-11.686979293823242
train-006571-80d4ec6e2c52b48c,4,4,B,B,True,B,True,False,3.9301681518554688
train-009368-248d6f593a53b386,1,1,U,U,True,U,True,False,10.578197479248047
train-007337-544cdf598339848d,2,1,S,S,True,C,False,False,-8.564765930175781
train-007337-544cdf598339848d,2,2,C,C,True,C,True,False,10.92456340789795
train-007962-a45560a716f6803b,3,1,T,T,True,N,False,False,-14.586045265197754
train-007962-a45560a716f6803b,3,2,D,D,True,N,False,False,-15.210762023925781
train-007962-a45560a716f6803b,3,3,N,N,True,N,True,False,2.7002124786376953
train-005771-32d4e4dc90a4581a,4,1,T,T,True,P,False,False,-15.060341835021973
train-005771-32d4e4dc90a4581a,4,2,Y,Y,True,P,False,False,-12.461384773254395
train-005771-32d4e4dc90a4581a,4,3,B,B,True,P,False,False,-10.891363143920898
train-005771-32d4e4dc90a4581a,4,4,P,P,True,P,True,False,4.783662796020508
train-003584-dcb0ab56c4bed25a,1,1,F,F,True,F,True,False,5.873292922973633
train-002065-d4932c6763ee63b0,2,1,P,P,True,T,False,False,-17.81885051727295
train-002065-d4932c6763ee63b0,2,2,T,T,True,T,True,False,10.70486068725586
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-17.6099853515625
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-14.588606834411621
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,3.6506080627441406
train-001131-c8e52f8b477ff1f2,4,1,G,G,True,R,False,False,-17.313179969787598
train-001131-c8e52f8b477ff1f2,4,2,Y,Y,True,R,False,False,-14.60584831237793
train-001131-c8e52f8b477ff1f2,4,3,B,B,True,R,False,False,-13.339664459228516
train-001131-c8e52f8b477ff1f2,4,4,R,R,True,R,True,False,1.3034477233886719
train-001032-d09d350cd6983b6a,1,1,J,J,True,J,True,False,15.018537521362305
train-006793-0e761e6229b053d6,2,1,N,N,True,M,False,False,-13.45383071899414
train-006793-0e761e6229b053d6,2,2,M,M,True,M,True,False,11.578426361083984
train-001802-d91f5772d1b2cced,3,1,I,I,True,P,False,False,-18.42750644683838
train-001802-d91f5772d1b2cced,3,2,Y,Y,True,P,False,False,-12.99231243133545
train-001802-d91f5772d1b2cced,3,3,P,P,True,P,True,False,12.468656539916992
train-007571-8e793e79f69aa0c6,4,1,G,G,True,C,False,False,-13.939979553222656
train-007571-8e793e79f69aa0c6,4,2,N,N,True,C,False,False,-13.018455505371094
train-007571-8e793e79f69aa0c6,4,3,B,B,True,C,False,False,-9.353487968444824
train-007571-8e793e79f69aa0c6,4,4,C,C,True,C,True,False,5.69500732421875
