example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-007784-617a2c600ec4e3a3,1,1,M,M,True,M,True,False,7.715295791625977
train-004489-65c0020ea520dc92,2,1,P,P,True,K,False,False,-10.694883346557617
train-004489-65c0020ea520dc92,2,2,O,K,False,K,False,False,-1.4250774383544922
train-003450-00e626c020401ca6,3,1,G,G,True,V,False,False,-7.564640045166016
train-003450-00e626c020401ca6,3,2,O,Z,False,V,False,False,-0.17303752899169922
train-003450-00e626c020401ca6,3,3,V,V,True,V,True,False,0.05612468719482422
train-006571-80d4ec6e2c52b48c,4,1,X,X,True,B,False,False,-9.972058296203613
train-006571-80d4ec6e2c52b48c,4,2,X,G,False,B,False,False,-1.4189167022705078
train-006571-80d4ec6e2c52b48c,4,3,X,S,False,B,False,False,-1.2562904357910156
train-006571-80d4ec6e2c52b48c,4,4,X,B,False,B,False,False,-1.4569644927978516
train-009368-248d6f593a53b386,1,1,U,U,True,U,True,False,8.981378555297852
train-007337-544cdf598339848d,2,1,S,S,True,C,False,False,-10.416970252990723
train-007337-544cdf598339848d,2,2,Y,C,False,C,False,False,-1.4325056076049805
train-007962-a45560a716f6803b,3,1,T,T,True,N,False,False,-7.695860862731934
train-007962-a45560a716f6803b,3,2,V,D,False,N,False,False,-0.822871208190918
train-007962-a45560a716f6803b,3,3,V,N,False,N,False,False,-0.8293724060058594
train-005771-32d4e4dc90a4581a,4,1,T,T,True,P,False,False,-8.045951843261719
train-005771-32d4e4dc90a4581a,4,2,T,Y,False,P,False,False,-0.6095294952392578
train-005771-32d4e4dc90a4581a,4,3,E,B,False,P,False,False,-0.18492984771728516
train-005771-32d4e4dc90a4581a,4,4,E,P,False,P,False,False,-0.14329814910888672
train-003584-dcb0ab56c4bed25a,1,1,F,F,True,F,True,False,7.857816696166992
train-002065-d4932c6763ee63b0,2,1,P,P,True,T,False,False,-7.373291015625
train-002065-d4932c6763ee63b0,2,2,M,T,False,T,False,False,-1.7356786727905273
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-8.72573471069336
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-1.05126953125
train-001642-6899983b3808643c,3,3,F,J,False,J,False,False,-1.1031427383422852
train-001131-c8e52f8b477ff1f2,4,1,G,G,True,R,False,False,-10.289301872253418
train-001131-c8e52f8b477ff1f2,4,2,B,Y,False,R,False,False,-1.4971179962158203
train-001131-c8e52f8b477ff1f2,4,3,B,B,True,R,False,False,-1.5052566528320312
train-001131-c8e52f8b477ff1f2,4,4,B,R,False,R,False,False,-1.4982833862304688
train-001032-d09d350cd6983b6a,1,1,J,J,True,J,True,False,8.691169738769531
train-006793-0e761e6229b053d6,2,1,N,N,True,M,False,False,-8.602572441101074
train-006793-0e761e6229b053d6,2,2,M,M,True,M,True,False,0.20575523376464844
train-001802-d91f5772d1b2cced,3,1,I,I,True,P,False,False,-9.763346672058105
train-001802-d91f5772d1b2cced,3,2,Z,Y,False,P,False,False,-1.5535078048706055
train-001802-d91f5772d1b2cced,3,3,Z,P,False,P,False,False,-1.3135004043579102
train-007571-8e793e79f69aa0c6,4,1,G,G,True,C,False,False,-8.787330627441406
train-007571-8e793e79f69aa0c6,4,2,Z,N,False,C,False,False,-2.8998165130615234
train-007571-8e793e79f69aa0c6,4,3,Z,B,False,C,False,False,-2.425938606262207
train-007571-8e793e79f69aa0c6,4,4,Z,C,False,C,False,False,-2.0497913360595703
