example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-007784-617a2c600ec4e3a3,1,1,M,M,True,M,True,False,8.727500915527344
train-004489-65c0020ea520dc92,2,1,P,P,True,K,False,False,-6.542842864990234
train-004489-65c0020ea520dc92,2,2,K,K,True,K,True,False,1.0258445739746094
train-003450-00e626c020401ca6,3,1,G,G,True,V,False,False,-20.070110321044922
train-003450-00e626c020401ca6,3,2,N,Z,False,V,False,False,-2.5544891357421875
train-003450-00e626c020401ca6,3,3,N,V,False,V,False,False,-1.2837285995483398
train-006571-80d4ec6e2c52b48c,4,1,X,X,True,B,False,False,-14.169378280639648
train-006571-80d4ec6e2c52b48c,4,2,G,G,True,B,False,False,-2.991434097290039
train-006571-80d4ec6e2c52b48c,4,3,G,S,False,B,False,False,-1.0987281799316406
train-006571-80d4ec6e2c52b48c,4,4,G,B,False,B,False,False,-0.7355575561523438
train-009368-248d6f593a53b386,1,1,U,U,True,U,True,False,14.982894897460938
train-007337-544cdf598339848d,2,1,S,S,True,C,False,False,-4.939035415649414
train-007337-544cdf598339848d,2,2,C,C,True,C,True,False,4.65589714050293
train-007962-a45560a716f6803b,3,1,T,T,True,N,False,False,-15.278395652770996
train-007962-a45560a716f6803b,3,2,D,D,True,N,False,False,-6.337406158447266
train-007962-a45560a716f6803b,3,3,D,N,False,N,False,False,-1.6341819763183594
train-005771-32d4e4dc90a4581a,4,1,T,T,True,P,False,False,-12.497360229492188
train-005771-32d4e4dc90a4581a,4,2,Y,Y,True,P,False,False,-7.214644432067871
train-005771-32d4e4dc90a4581a,4,3,B,B,True,P,False,False,-0.44032955169677734
train-005771-32d4e4dc90a4581a,4,4,T,P,False,P,False,False,-0.5500497817993164
train-003584-dcb0ab56c4bed25a,1,1,F,F,True,F,True,False,16.784976959228516
train-002065-d4932c6763ee63b0,2,1,P,P,True,T,False,False,-10.932844161987305
train-002065-d4932c6763ee63b0,2,2,T,T,True,T,True,False,0.6374301910400391
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-18.44676399230957
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-8.127971649169922
train-001642-6899983b3808643c,3,3,A,J,False,J,False,False,-2.479241371154785
train-001131-c8e52f8b477ff1f2,4,1,G,G,True,R,False,False,-18.93549919128418
train-001131-c8e52f8b477ff1f2,4,2,M,Y,False,R,False,False,-4.659295082092285
train-001131-c8e52f8b477ff1f2,4,3,M,B,False,R,False,False,-3.3815793991088867
train-001131-c8e52f8b477ff1f2,4,4,M,R,False,R,False,False,-3.0911006927490234
train-001032-d09d350cd6983b6a,1,1,J,J,True,J,True,False,17.083934783935547
train-006793-0e761e6229b053d6,2,1,N,N,True,M,False,False,-15.535797119140625
train-006793-0e761e6229b053d6,2,2,M,M,True,M,True,False,1.3411102294921875
train-001802-d91f5772d1b2cced,3,1,I,I,True,P,False,False,-18.829007148742676
train-001802-d91f5772d1b2cced,3,2,Y,Y,True,P,False,False,-6.9277544021606445
train-001802-d91f5772d1b2cced,3,3,L,P,False,P,False,False,-2.2201528549194336
train-007571-8e793e79f69aa0c6,4,1,G,G,True,C,False,False,-15.147406578063965
train-007571-8e793e79f69aa0c6,4,2,N,N,True,C,False,False,-6.260553359985352
train-007571-8e793e79f69aa0c6,4,3,Z,B,False,C,False,False,-2.636159896850586
train-007571-8e793e79f69aa0c6,4,4,Z,C,False,C,False,False,-1.9997425079345703
