example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,2.9802276912960224e-06,14.42170524597168,14.42170524597168
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,1.4305104514278355e-06,14.737920761108398,-18.216456413269043
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,4.494089080253616e-05,11.926532745361328,11.926532745361328
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,2.264974000354414e-06,14.25777816772461,-18.989282608032227
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,2.825220326485578e-05,12.052332878112793,-15.397274017333984
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,9.667406266089529e-05,9.711766242980957,9.711766242980957
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,8.344646857949556e-07,15.736650466918945,-17.836339950561523
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,3.7431014789035544e-05,12.003933906555176,-12.243139266967773
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,1.3232143828645349e-05,12.768559455871582,-13.19876480102539
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,9.202533692587167e-05,10.001906394958496,10.001906394958496
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,3.933898824470816e-06,13.61098861694336,13.61098861694336
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,1.7523612768854946e-05,11.840612411499023,-11.840612411499023
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,7.748573807475623e-06,12.898179054260254,12.898179054260254
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.0728830375228426e-06,14.901483535766602,-18.363532066345215
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,9.298280929215252e-06,13.28802490234375,-13.28802490234375
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,3.3378546504536644e-06,14.348806381225586,14.348806381225586
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,4.410734163684538e-06,13.948488235473633,-15.938281059265137
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,1.1205610462639015e-05,13.661067962646484,-15.275642395019531
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,4.327203714638017e-05,10.58836555480957,-14.798310279846191
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.07009539753198624,2.635387420654297,2.635387420654297
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,7.152555099310121e-07,15.675822257995605,15.675822257995605
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,2.3841855067985307e-07,16.441307067871094,-16.599178314208984
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,1.1205610462639015e-05,13.36212158203125,13.36212158203125
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,9.667406266089529e-05,9.328781127929688,-17.543710708618164
train-001642-6899983b3808643c,3,2,train,7537222831491802172,pointer,R,F,F,True,J,False,False,6.437280717364047e-06,12.742204666137695,-12.742204666137695
train-001642-6899983b3808643c,3,3,train,7537222831491802172,pointer,R,J,J,True,J,True,False,4.6491513785440475e-06,13.964242935180664,13.964242935180664
train-001131-c8e52f8b477ff1f2,4,1,train,14476028852498854386,pointer,E,G,G,True,R,False,False,8.821448318485636e-06,13.02820110321045,-16.263243675231934
train-001131-c8e52f8b477ff1f2,4,2,train,14476028852498854386,pointer,E,Y,Y,True,R,False,False,1.4185804502631072e-05,12.014925003051758,-15.513880729675293
train-001131-c8e52f8b477ff1f2,4,3,train,14476028852498854386,pointer,E,B,B,True,R,False,False,2.276871418871451e-05,12.127372741699219,-15.575868606567383
train-001131-c8e52f8b477ff1f2,4,4,train,14476028852498854386,pointer,E,R,R,True,R,True,False,5.018585216021165e-05,11.488755226135254,11.488755226135254
train-001032-d09d350cd6983b6a,1,1,train,15032229460488764266,pointer,V,J,J,True,J,True,False,1.0728830375228426e-06,15.334806442260742,15.334806442260742
train-006793-0e761e6229b053d6,2,1,train,1042053770737898454,pointer,J,N,N,True,M,False,False,3.576278118089249e-07,16.982433319091797,-17.626968383789062
train-006793-0e761e6229b053d6,2,2,train,1042053770737898454,pointer,J,M,M,True,M,True,False,8.106198947643861e-06,13.190665245056152,13.190665245056152
train-001802-d91f5772d1b2cced,3,1,train,15645319781164436717,pointer,U,I,I,True,P,False,False,1.0728830375228426e-06,15.052066802978516,-18.540904998779297
train-001802-d91f5772d1b2cced,3,2,train,15645319781164436717,pointer,U,Y,Y,True,P,False,False,3.397406908334233e-05,10.654621124267578,-10.654621124267578
train-001802-d91f5772d1b2cced,3,3,train,15645319781164436717,pointer,U,P,P,True,P,True,False,1.6331539882230572e-05,11.498638153076172,11.498638153076172
train-007571-8e793e79f69aa0c6,4,1,train,10266305519117050054,pointer,H,G,G,True,C,False,False,1.4305104514278355e-06,14.984615325927734,-15.212261199951172
train-007571-8e793e79f69aa0c6,4,2,train,10266305519117050054,pointer,H,N,N,True,C,False,False,7.748573807475623e-06,12.470359802246094,-15.614970207214355
train-007571-8e793e79f69aa0c6,4,3,train,10266305519117050054,pointer,H,B,B,True,C,False,False,1.2040065485052764e-05,12.60249137878418,-12.60249137878418
train-007571-8e793e79f69aa0c6,4,4,train,10266305519117050054,pointer,H,C,C,True,C,True,False,9.881961887003854e-05,11.265865325927734,11.265865325927734
