example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,4.8397800128441304e-05,11.06710147857666,11.06710147857666
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,2.622600959512056e-06,14.07273006439209,-16.049715995788574
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,W,K,False,K,False,False,0.9795856475830078,-0.3142223358154297,-0.3142223358154297
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,2.50339189733495e-06,13.831174850463867,-17.525964736938477
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.0008013612823560834,7.445219039916992,-13.923599243164062
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,E,V,False,V,False,False,3.868593454360962,-3.8450546264648438,-3.8450546264648438
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,9.536738616588991e-07,15.15857982635498,-17.574273109436035
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0003194298769813031,9.462244033813477,-10.810956954956055
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,8.451581379631534e-05,11.377058982849121,-11.686979293823242
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.020381424576044083,3.9301681518554688,3.9301681518554688
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,4.649054244509898e-05,10.578197479248047,10.578197479248047
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,0.0002739054325502366,8.564765930175781,-8.564765930175781
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,6.90197994117625e-05,10.92456340789795,10.92456340789795
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,2.5510462364763953e-05,11.072832107543945,-14.586045265197754
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,7.867782187531702e-06,12.756089210510254,-15.210762023925781
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,0.06803496927022934,2.7002124786376953,2.7002124786376953
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,1.3470558769768104e-05,13.247758865356445,-15.060341835021973
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,0.00010382589971413836,10.980521202087402,-12.461384773254395
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,0.00012957210128661245,10.274454116821289,-10.891363143920898
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.017606396228075027,4.783662796020508,4.783662796020508
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,0.003977365326136351,5.873292922973633,5.873292922973633
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,1.1920928244535389e-07,17.295781135559082,-17.81885051727295
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,0.00010513706365600228,10.70486068725586,10.70486068725586
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,1.3828182090946939e-05,11.58599853515625,-17.6099853515625
