example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,0.000120751719805412,10.256719589233398,10.256719589233398
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,2.6940935640595853e-05,11.483301162719727,-15.536442756652832
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,0.035216983407735825,3.3815670013427734,3.3815670013427734
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,1.1801649634435307e-05,12.782756805419922,-16.247093200683594
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.000575376907363534,8.294156074523926,-13.154033660888672
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.009503009729087353,4.9591522216796875,4.9591522216796875
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,5.8412379075889476e-06,14.115312576293945,-16.308554649353027
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0004191712068859488,9.387752532958984,-10.524425506591797
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,0.0002422039397060871,10.059988021850586,-10.821711540222168
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.006849618628621101,5.593155860900879,5.593155860900879
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,4.029192859889008e-05,11.789495468139648,11.789495468139648
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,0.0002975021197926253,8.339229583740234,-8.339229583740234
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,9.297892393078655e-05,10.903878211975098,10.903878211975098
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.07287787614041e-05,12.637535095214844,-16.353087425231934
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,0.0004975749761797488,8.272562026977539,-8.272562026977539
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,0.00014220656885299832,10.563737869262695,10.563737869262695
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,2.3603161025675945e-05,11.893356323242188,-14.805745124816895
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,0.00020132421923335642,10.424896240234375,-12.936702728271484
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,0.0027053682133555412,6.322674751281738,-12.121185302734375
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,F,P,False,P,False,False,3.7920117378234863,-3.739445686340332,-3.739445686340332
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,9.894321920000948e-06,12.635178565979004,12.635178565979004
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,1.5735502529423684e-05,12.374343872070312,-12.660512924194336
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,0.00012110930401831865,10.33759593963623,10.33759593963623
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,0.00019441144831944257,8.981914520263672,-15.610406875610352
train-001642-6899983b3808643c,3,2,train,7537222831491802172,pointer,R,F,F,True,J,False,False,0.0001538873475510627,9.332076072692871,-9.332076072692871
train-001642-6899983b3808643c,3,3,train,7537222831491802172,pointer,R,J,J,True,J,True,False,0.0006202919175848365,7.937079429626465,7.937079429626465
train-001131-c8e52f8b477ff1f2,4,1,train,14476028852498854386,pointer,E,G,G,True,R,False,False,2.4676019165781327e-05,12.349152565002441,-15.42827320098877
train-001131-c8e52f8b477ff1f2,4,2,train,14476028852498854386,pointer,E,Y,Y,True,R,False,False,0.00012754580529872328,9.794574737548828,-13.284505844116211
train-001131-c8e52f8b477ff1f2,4,3,train,14476028852498854386,pointer,E,B,B,True,R,False,False,0.0007150000892579556,8.576151847839355,-11.293956756591797
train-001131-c8e52f8b477ff1f2,4,4,train,14476028852498854386,pointer,E,R,R,True,R,True,False,0.00042798896902240813,9.666617393493652,9.666617393493652
train-001032-d09d350cd6983b6a,1,1,train,15032229460488764266,pointer,V,J,J,True,J,True,False,3.814689989667386e-06,13.275579452514648,13.275579452514648
train-006793-0e761e6229b053d6,2,1,train,1042053770737898454,pointer,J,N,N,True,M,False,False,3.814689989667386e-06,14.391887664794922,-14.563064575195312
train-006793-0e761e6229b053d6,2,2,train,1042053770737898454,pointer,J,M,M,True,M,True,False,0.00021360022947192192,10.131950378417969,10.131950378417969
train-001802-d91f5772d1b2cced,3,1,train,15645319781164436717,pointer,U,I,I,True,P,False,False,2.50339189733495e-06,14.363574981689453,-17.426613807678223
train-001802-d91f5772d1b2cced,3,2,train,15645319781164436717,pointer,U,Y,Y,True,P,False,False,0.0002299282787134871,9.192760467529297,-10.533931732177734
train-001802-d91f5772d1b2cced,3,3,train,15645319781164436717,pointer,U,P,P,True,P,True,False,0.0004674295778386295,8.378448486328125,8.378448486328125
train-007571-8e793e79f69aa0c6,4,1,train,10266305519117050054,pointer,H,G,G,True,C,False,False,7.748573807475623e-06,13.258563041687012,-13.258563041687012
train-007571-8e793e79f69aa0c6,4,2,train,10266305519117050054,pointer,H,N,N,True,C,False,False,0.00011526874004630372,9.741585731506348,-12.401154518127441
train-007571-8e793e79f69aa0c6,4,3,train,10266305519117050054,pointer,H,B,B,True,C,False,False,0.0014871024759486318,7.673746109008789,-7.673746109008789
train-007571-8e793e79f69aa0c6,4,4,train,10266305519117050054,pointer,H,C,C,True,C,True,False,0.0053534009493887424,6.19474983215332,6.19474983215332
