example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,3.6954811548639555e-06,13.866943359375,13.866943359375
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,1.6212332411669195e-05,11.097633361816406,-17.08867073059082
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,0.0001599660754436627,9.662973403930664,9.662973403930664
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,5.960462772236497e-07,15.86479377746582,-20.10305404663086
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,1.645074735279195e-05,11.64018726348877,-16.246553421020508
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0016014858847483993,6.526271820068359,6.526271820068359
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,2.3841855067985307e-07,17.765382766723633,-20.433448791503906
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,6.139089964563027e-05,11.313152313232422,-12.501189231872559
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,9.97731985989958e-05,10.73702335357666,-12.135053634643555
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.0019966682884842157,6.546934127807617,6.546934127807617
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,6.437280717364047e-06,12.81486701965332,12.81486701965332
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,0.0013160386588424444,6.662099838256836,-6.662099838256836
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,1.9311717551317997e-05,12.683021545410156,12.683021545410156
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.311301275563892e-06,15.147016525268555,-18.170177459716797
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,6.949660019017756e-05,10.759757995605469,-12.674285888671875
