example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,6.007967749610543e-05,11.252519607543945,11.252519607543945
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,3.099436753473128e-06,13.657590866088867,-16.941813468933105
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,6.8662193370983e-05,11.3611478805542,11.3611478805542
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,1.6689286894688848e-06,14.292768478393555,-19.84088134765625
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.0007611000328324735,7.942895889282227,-11.506362915039062
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0013016331940889359,7.399559020996094,7.399559020996094
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,2.861018856492592e-06,14.611583709716797,-16.939587593078613
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0001784403866622597,9.437649726867676,-11.628183364868164
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,8.797258487902582e-05,10.650599479675293,-12.883293151855469
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.0011435167398303747,8.437370300292969,8.437370300292969
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,2.3483953555114567e-05,11.993669509887695,11.993669509887695
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,9.941560711013153e-05,10.184633255004883,-10.184633255004883
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,0.00017271934484597296,10.406176567077637,10.406176567077637
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.0847986231965479e-05,11.998662948608398,-16.607707023620605
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,0.0023934785276651382,6.246332168579102,-10.763349533081055
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,5.924526340095326e-05,10.908348083496094,10.908348083496094
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,6.294052582234144e-05,10.496906280517578,-13.141088485717773
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,0.00018809456378221512,10.155646324157715,-12.611396789550781
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,0.0014318700414150953,7.152789115905762,-10.90467643737793
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.002044136868789792,8.413385391235352,8.413385391235352
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,2.0265558760002023e-06,14.705968856811523,14.705968856811523
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,2.0861407392658293e-05,11.197900772094727,-11.197900772094727
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,4.815939246327616e-05,11.125700950622559,11.125700950622559
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,0.00017414960893802345,8.755897521972656,-17.277435302734375
train-001642-6899983b3808643c,3,2,train,7537222831491802172,pointer,R,F,F,True,J,False,False,0.0001113352773245424,11.074150085449219,-12.936483383178711
train-001642-6899983b3808643c,3,3,train,7537222831491802172,pointer,R,J,J,True,J,True,False,0.00024482590379193425,9.680594444274902,9.680594444274902
train-001131-c8e52f8b477ff1f2,4,1,train,14476028852498854386,pointer,E,G,G,True,R,False,False,2.861018856492592e-06,13.650171279907227,-18.384366989135742
train-001131-c8e52f8b477ff1f2,4,2,train,14476028852498854386,pointer,E,Y,Y,True,R,False,False,0.00023183519078884274,8.72105598449707,-13.168895721435547
train-001131-c8e52f8b477ff1f2,4,3,train,14476028852498854386,pointer,E,B,B,True,R,False,False,0.0008722314960323274,8.172504425048828,-11.659381866455078
train-001131-c8e52f8b477ff1f2,4,4,train,14476028852498854386,pointer,E,R,R,True,R,True,False,0.0002060916303889826,10.259625434875488,10.259625434875488
train-001032-d09d350cd6983b6a,1,1,train,15032229460488764266,pointer,V,J,J,True,J,True,False,1.1920922133867862e-06,14.595222473144531,14.595222473144531
train-006793-0e761e6229b053d6,2,1,train,1042053770737898454,pointer,J,N,N,True,M,False,False,2.622600959512056e-06,14.029394149780273,-15.366430282592773
train-006793-0e761e6229b053d6,2,2,train,1042053770737898454,pointer,J,M,M,True,M,True,False,0.0001677133986959234,10.319798469543457,10.319798469543457
train-001802-d91f5772d1b2cced,3,1,train,15645319781164436717,pointer,U,I,I,True,P,False,False,2.3841855067985307e-07,16.321279525756836,-20.053624153137207
train-001802-d91f5772d1b2cced,3,2,train,15645319781164436717,pointer,U,Y,Y,True,P,False,False,0.00017975145601667464,8.947669982910156,-12.269515037536621
train-001802-d91f5772d1b2cced,3,3,train,15645319781164436717,pointer,U,P,P,True,P,True,False,9.023735765367746e-05,11.10051155090332,11.10051155090332
train-007571-8e793e79f69aa0c6,4,1,train,10266305519117050054,pointer,H,G,G,True,C,False,False,4.887569048150908e-06,13.363100051879883,-14.070310592651367
train-007571-8e793e79f69aa0c6,4,2,train,10266305519117050054,pointer,H,N,N,True,C,False,False,9.297892393078655e-05,10.298223495483398,-13.29667854309082
train-007571-8e793e79f69aa0c6,4,3,train,10266305519117050054,pointer,H,B,B,True,C,False,False,0.0011364913079887629,8.330207824707031,-8.330207824707031
train-007571-8e793e79f69aa0c6,4,4,train,10266305519117050054,pointer,H,C,C,True,C,True,False,0.0027045360766351223,7.60883903503418,7.60883903503418
