example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,0.0004804172203876078,9.179043769836426,9.179043769836426
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,0.00010907054820563644,10.503138542175293,-14.880658149719238
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,0.0004953111056238413,9.262676239013672,9.262676239013672
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,0.00026794656878337264,8.654784202575684,-15.202601432800293
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.00018594920402392745,9.9659423828125,-13.87224292755127
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0008010039455257356,7.559683799743652,7.559683799743652
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,0.00012468514614738524,10.040029525756836,-13.224666595458984
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0022361292503774166,8.221501350402832,-9.329251289367676
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,0.00020716428116429597,9.250900268554688,-11.9107666015625
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.00028975578607060015,9.558808326721191,9.558808326721191
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,8.439661905867979e-05,11.022794723510742,-11.022794723510742
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,0.00029797881143167615,10.012725830078125,-10.012725830078125
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,4.339123915997334e-05,11.57040786743164,-11.57040786743164
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.0009559590835124254,8.916240692138672,-9.935833930969238
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,0.0002177716523874551,10.201740264892578,10.201740264892578
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,0.0005750194541178644,8.487747192382812,-11.858051300048828
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,0.000780635280534625,8.350964546203613,-11.77584457397461
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,0.0009345216676592827,8.579139709472656,-11.030003547668457
