example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,3.516612196108326e-05,11.518709182739258,11.518709182739258
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,1.6212332411669195e-05,12.814981460571289,-16.117712020874023
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,5.1973900554003194e-05,11.894394874572754,11.894394874572754
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,0.00011383838864276186,10.246163368225098,-15.89755630493164
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.0002805792901199311,9.813326835632324,-13.8388032913208
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0017407278064638376,7.152281761169434,7.152281761169434
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,1.6689286894688848e-06,15.187944412231445,-16.7476806640625
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0003579214389901608,9.697887420654297,-10.696950912475586
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,2.407998726994265e-05,12.137635231018066,-13.390087127685547
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,8.642300235806033e-05,10.183769226074219,10.183769226074219
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,3.099436753473128e-06,14.012493133544922,-15.10831356048584
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,0.00018070495571009815,10.517671585083008,-11.049525260925293
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,4.207999518257566e-05,11.604962348937988,-11.604962348937988
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.0006048041977919638,9.569995880126953,-9.7776460647583
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,5.125868119648658e-05,10.960070610046387,10.960070610046387
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,6.05564855504781e-05,11.083436965942383,-14.265918731689453
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,0.0001461399078834802,10.094905853271484,-12.602839469909668
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,0.00040928093949332833,9.693872451782227,-12.140748023986816
