example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,2.9802276912960224e-06,14.42170524597168,14.42170524597168
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,1.4305104514278355e-06,14.737920761108398,-18.216456413269043
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,4.494089080253616e-05,11.926532745361328,11.926532745361328
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,2.264974000354414e-06,14.25777816772461,-18.989282608032227
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,2.825220326485578e-05,12.052332878112793,-15.397274017333984
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,9.667406266089529e-05,9.711766242980957,9.711766242980957
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,8.344646857949556e-07,15.736650466918945,-17.836339950561523
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,3.7431014789035544e-05,12.003933906555176,-12.243139266967773
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,1.3232143828645349e-05,12.768559455871582,-13.19876480102539
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,9.202533692587167e-05,10.001906394958496,10.001906394958496
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,4.768360213347478e-06,13.980732917785645,-14.848103523254395
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,1.9430925021879375e-05,12.516752243041992,-13.659639358520508
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,2.264974000354414e-06,13.605507850646973,-15.246826171875
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,6.425174069590867e-05,11.111834526062012,-12.602225303649902
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,0.04493359476327896,3.6085777282714844,3.6085777282714844
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,8.129743218887597e-05,9.542461395263672,-15.134175300598145
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,7.748573807475623e-06,13.470105171203613,-15.057745933532715
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,3.2305197237292305e-05,11.156518936157227,-15.420038223266602
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,6.246371776796877e-05,11.26089096069336,-13.367182731628418
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.000780635280534625,8.745701789855957,-11.309775352478027
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,D,F,False,F,False,False,7.352269172668457,-7.346596717834473,-7.346596717834473
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,3.933898824470816e-06,13.61098861694336,13.61098861694336
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,1.7523612768854946e-05,11.840612411499023,-11.840612411499023
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,7.748573807475623e-06,12.898179054260254,12.898179054260254
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.0728830375228426e-06,14.901483535766602,-18.363532066345215
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,9.298280929215252e-06,13.28802490234375,-13.28802490234375
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,3.3378546504536644e-06,14.348806381225586,14.348806381225586
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,4.410734163684538e-06,13.948488235473633,-15.938281059265137
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,1.1205610462639015e-05,13.661067962646484,-15.275642395019531
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,4.327203714638017e-05,10.58836555480957,-14.798310279846191
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.07009539753198624,2.635387420654297,2.635387420654297
train-007972-1c0bc04c624687c7,5,1,train,2020920292104636359,pointer,S,P,P,True,Y,False,False,1.1920928244535389e-07,16.440349578857422,-21.07377052307129
train-007972-1c0bc04c624687c7,5,2,train,2020920292104636359,pointer,S,C,C,True,Y,False,False,2.992108420585282e-05,12.305031776428223,-13.812760353088379
train-007972-1c0bc04c624687c7,5,3,train,2020920292104636359,pointer,S,X,X,True,Y,False,False,5.6622808187967166e-05,10.377617835998535,-14.515399932861328
train-007972-1c0bc04c624687c7,5,4,train,2020920292104636359,pointer,S,L,L,True,Y,False,False,9.48860906646587e-05,10.136868476867676,-15.437458992004395
train-007972-1c0bc04c624687c7,5,5,train,2020920292104636359,pointer,S,Y,Y,True,Y,True,False,0.009620139375329018,4.756633758544922,4.756633758544922
train-000117-7a98bc40f47fce6a,6,1,train,8834017656253173354,pointer,W,P,P,True,G,False,False,2.145764938177308e-06,13.951168060302734,-16.702860832214355
train-000117-7a98bc40f47fce6a,6,2,train,8834017656253173354,pointer,W,M,M,True,G,False,False,2.2053474822314456e-05,11.48728084564209,-14.67444133758545
train-000117-7a98bc40f47fce6a,6,3,train,8834017656253173354,pointer,W,C,C,True,G,False,False,2.1576648578047752e-05,12.703130722045898,-12.78075122833252
train-000117-7a98bc40f47fce6a,6,4,train,8834017656253173354,pointer,W,H,H,True,G,False,False,1.4781842764932662e-05,13.214642524719238,-13.214642524719238
train-000117-7a98bc40f47fce6a,6,5,train,8834017656253173354,pointer,W,Z,Z,True,G,False,False,0.0038975717034190893,5.703004837036133,-9.76091194152832
train-000117-7a98bc40f47fce6a,6,6,train,8834017656253173354,pointer,W,G,G,True,G,True,False,0.0019557413179427385,7.6743364334106445,7.6743364334106445
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,7.152555099310121e-07,15.675822257995605,15.675822257995605
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,2.3841855067985307e-07,16.441307067871094,-16.599178314208984
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,1.1205610462639015e-05,13.36212158203125,13.36212158203125
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,9.667406266089529e-05,9.328781127929688,-17.543710708618164
train-001642-6899983b3808643c,3,2,train,7537222831491802172,pointer,R,F,F,True,J,False,False,6.437280717364047e-06,12.742204666137695,-12.742204666137695
train-001642-6899983b3808643c,3,3,train,7537222831491802172,pointer,R,J,J,True,J,True,False,4.6491513785440475e-06,13.964242935180664,13.964242935180664
train-001131-c8e52f8b477ff1f2,4,1,train,14476028852498854386,pointer,E,G,G,True,R,False,False,8.821448318485636e-06,13.02820110321045,-16.263243675231934
train-001131-c8e52f8b477ff1f2,4,2,train,14476028852498854386,pointer,E,Y,Y,True,R,False,False,1.4185804502631072e-05,12.014925003051758,-15.513880729675293
train-001131-c8e52f8b477ff1f2,4,3,train,14476028852498854386,pointer,E,B,B,True,R,False,False,2.276871418871451e-05,12.127372741699219,-15.575868606567383
train-001131-c8e52f8b477ff1f2,4,4,train,14476028852498854386,pointer,E,R,R,True,R,True,False,5.018585216021165e-05,11.488755226135254,11.488755226135254
train-003020-74689aebb4bcaf5b,5,1,train,8388124643117805403,pointer,K,A,A,True,M,False,False,3.576278118089249e-07,15.232675552368164,-17.45016574859619
train-003020-74689aebb4bcaf5b,5,2,train,8388124643117805403,pointer,K,D,D,True,M,False,False,2.002696055569686e-05,12.069658279418945,-13.940184593200684
train-003020-74689aebb4bcaf5b,5,3,train,8388124643117805403,pointer,K,Y,Y,True,M,False,False,4.6491513785440475e-06,14.125371932983398,-15.478569984436035
train-003020-74689aebb4bcaf5b,5,4,train,8388124643117805403,pointer,K,B,B,True,M,False,False,3.4450891689630225e-05,11.514607429504395,-11.514607429504395
train-003020-74689aebb4bcaf5b,5,5,train,8388124643117805403,pointer,K,M,M,True,M,True,False,0.0005146132898516953,8.990175247192383,8.990175247192383
train-006541-54d0dd67672323fd,6,1,train,6111628130523489277,pointer,F,X,X,True,K,False,False,5.960462772236497e-07,16.129021644592285,-20.11969566345215
train-006541-54d0dd67672323fd,6,2,train,6111628130523489277,pointer,F,E,E,True,K,False,False,0.00012218205665703863,9.94735050201416,-13.881543159484863
train-006541-54d0dd67672323fd,6,3,train,6111628130523489277,pointer,F,N,N,True,K,False,False,2.8132995794294402e-05,12.356284141540527,-12.904353141784668
train-006541-54d0dd67672323fd,6,4,train,6111628130523489277,pointer,F,W,W,True,K,False,False,4.2437604861333966e-05,12.326481819152832,-15.523011207580566
train-006541-54d0dd67672323fd,6,5,train,6111628130523489277,pointer,F,Z,Z,True,K,False,False,0.001189596951007843,7.824653625488281,-11.277155876159668
train-006541-54d0dd67672323fd,6,6,train,6111628130523489277,pointer,F,Z,K,False,K,False,False,3.3280251026153564,-3.177896499633789,-3.177896499633789
train-001032-d09d350cd6983b6a,1,1,train,15032229460488764266,pointer,V,J,J,True,J,True,False,1.0728830375228426e-06,15.334806442260742,15.334806442260742
train-006793-0e761e6229b053d6,2,1,train,1042053770737898454,pointer,J,N,N,True,M,False,False,3.576278118089249e-07,16.982433319091797,-17.626968383789062
train-006793-0e761e6229b053d6,2,2,train,1042053770737898454,pointer,J,M,M,True,M,True,False,8.106198947643861e-06,13.190665245056152,13.190665245056152
train-001802-d91f5772d1b2cced,3,1,train,15645319781164436717,pointer,U,I,I,True,P,False,False,1.0728830375228426e-06,15.052066802978516,-18.540904998779297
train-001802-d91f5772d1b2cced,3,2,train,15645319781164436717,pointer,U,Y,Y,True,P,False,False,3.397406908334233e-05,10.654621124267578,-10.654621124267578
train-001802-d91f5772d1b2cced,3,3,train,15645319781164436717,pointer,U,P,P,True,P,True,False,1.6331539882230572e-05,11.498638153076172,11.498638153076172
train-007571-8e793e79f69aa0c6,4,1,train,10266305519117050054,pointer,H,G,G,True,C,False,False,1.4305104514278355e-06,14.984615325927734,-15.212261199951172
train-007571-8e793e79f69aa0c6,4,2,train,10266305519117050054,pointer,H,N,N,True,C,False,False,7.748573807475623e-06,12.470359802246094,-15.614970207214355
train-007571-8e793e79f69aa0c6,4,3,train,10266305519117050054,pointer,H,B,B,True,C,False,False,1.2040065485052764e-05,12.60249137878418,-12.60249137878418
train-007571-8e793e79f69aa0c6,4,4,train,10266305519117050054,pointer,H,C,C,True,C,True,False,9.881961887003854e-05,11.265865325927734,11.265865325927734
train-007236-44efcad3267121e6,5,1,train,4967411922244805094,pointer,N,U,U,True,D,False,False,1.5497195136049413e-06,14.98619556427002,-16.185701370239258
train-007236-44efcad3267121e6,5,2,train,4967411922244805094,pointer,N,B,B,True,D,False,False,1.0013530300057027e-05,12.507162094116211,-13.872335433959961
train-007236-44efcad3267121e6,5,3,train,4967411922244805094,pointer,N,Y,Y,True,D,False,False,0.0004650464979931712,7.82327938079834,-12.292380332946777
train-007236-44efcad3267121e6,5,4,train,4967411922244805094,pointer,N,P,P,True,D,False,False,7.271502545336261e-05,11.281011581420898,-12.305244445800781
train-007236-44efcad3267121e6,5,5,train,4967411922244805094,pointer,N,D,D,True,D,True,False,0.0014951966004446149,6.955365180969238,6.955365180969238
train-001717-79b60be5f587a2dc,6,1,train,8770210406645342940,pointer,W,S,S,True,K,False,False,8.344646857949556e-07,15.285759925842285,-19.65522575378418
train-001717-79b60be5f587a2dc,6,2,train,8770210406645342940,pointer,W,C,C,True,K,False,False,4.291525328881107e-06,13.95476245880127,-15.723304748535156
train-001717-79b60be5f587a2dc,6,3,train,8770210406645342940,pointer,W,V,V,True,K,False,False,4.768360213347478e-06,14.139403343200684,-17.1072998046875
train-001717-79b60be5f587a2dc,6,4,train,8770210406645342940,pointer,W,U,U,True,K,False,False,0.00011526874004630372,10.365018844604492,-14.188407897949219
train-001717-79b60be5f587a2dc,6,5,train,8770210406645342940,pointer,W,S,T,False,K,False,False,2.4000205993652344,-2.2714996337890625,-8.409786224365234
train-001717-79b60be5f587a2dc,6,6,train,8770210406645342940,pointer,W,U,K,False,K,False,False,4.120301246643066,-2.0381393432617188,-2.0381393432617188
