example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,1.4781842764932662e-05,11.84421157836914,11.84421157836914
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,1.0728830375228426e-06,15.445329666137695,-18.7383975982666
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,1.5735502529423684e-05,12.670507431030273,12.670507431030273
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,8.106198947643861e-06,12.953869819641113,-18.3370943069458
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.00017891713650897145,9.139402389526367,-16.1818904876709
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.00021884430316276848,9.26669692993164,9.26669692993164
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,-0.0,18.898335456848145,-21.403390884399414
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,5.4596363042946905e-05,11.433707237243652,-12.354804992675781
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,1.7762025890988298e-05,12.12310791015625,-14.427962303161621
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,4.494089080253616e-05,10.928980827331543,10.928980827331543
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,2.0265558760002023e-06,14.884797096252441,-16.65619659423828
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,1.4305012882687151e-05,13.237215042114258,-13.637810707092285
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,1.311301275563892e-06,14.955596923828125,-15.387622833251953
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.00014435203047469258,11.126333236694336,-11.6560640335083
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,6.6756979322235566e-06,13.123006820678711,13.123006820678711
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,1.0609570381348021e-05,12.87634563446045,-15.72216510772705
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,1.7165990357170813e-05,12.113530158996582,-15.581671714782715
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,1.5735502529423684e-05,12.847047805786133,-15.493767738342285
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,0.0001618731184862554,10.381836891174316,-12.976387023925781
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.00022027450904715806,9.51242733001709,-13.4992036819458
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,F,F,True,F,True,False,3.969590397900902e-05,11.694856643676758,11.694856643676758
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,1.1086402082582936e-05,12.30978775024414,12.30978775024414
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,2.1219027985353023e-05,12.014482498168945,-12.711326599121094
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,1.4662635294371285e-05,12.58959674835205,12.58959674835205
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,7.033323527139146e-06,13.12144947052002,-16.061580657958984
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,1.7523612768854946e-05,12.295891761779785,-14.410506248474121
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,2.264974000354414e-06,14.269780158996582,14.269780158996582
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,1.2040065485052764e-05,12.036701202392578,-14.626461029052734
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,1.0013530300057027e-05,13.701600074768066,-15.027873039245605
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,1.3708974620385561e-05,12.388233184814453,-16.111282348632812
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,7.199982064776123e-05,11.096597671508789,11.096597671508789
train-007972-1c0bc04c624687c7,5,1,train,2020920292104636359,pointer,S,P,P,True,Y,False,False,3.576278118089249e-07,15.826410293579102,-20.976119995117188
train-007972-1c0bc04c624687c7,5,2,train,2020920292104636359,pointer,S,C,C,True,Y,False,False,3.564294092939235e-05,11.436951637268066,-16.7928466796875
train-007972-1c0bc04c624687c7,5,3,train,2020920292104636359,pointer,S,X,X,True,Y,False,False,1.1086402082582936e-05,12.875785827636719,-12.875785827636719
train-007972-1c0bc04c624687c7,5,4,train,2020920292104636359,pointer,S,L,L,True,Y,False,False,6.651657167822123e-05,11.297063827514648,-14.694908142089844
train-007972-1c0bc04c624687c7,5,5,train,2020920292104636359,pointer,S,Y,Y,True,Y,True,False,0.00010632903286023065,9.42055892944336,9.42055892944336
train-000117-7a98bc40f47fce6a,6,1,train,8834017656253173354,pointer,W,P,P,True,G,False,False,4.529942543740617e-06,13.86427116394043,-16.276113510131836
train-000117-7a98bc40f47fce6a,6,2,train,8834017656253173354,pointer,W,M,M,True,G,False,False,4.5298504119273275e-05,10.812565803527832,-12.890913963317871
train-000117-7a98bc40f47fce6a,6,3,train,8834017656253173354,pointer,W,C,C,True,G,False,False,6.711257447022945e-05,10.979301452636719,-11.19443130493164
train-000117-7a98bc40f47fce6a,6,4,train,8834017656253173354,pointer,W,H,H,True,G,False,False,2.002696055569686e-05,12.535160064697266,-14.0741605758667
train-000117-7a98bc40f47fce6a,6,5,train,8834017656253173354,pointer,W,Z,Z,True,G,False,False,0.0013410394312813878,6.758825302124023,-10.74265193939209
train-000117-7a98bc40f47fce6a,6,6,train,8834017656253173354,pointer,W,G,G,True,G,True,False,0.00012766500003635883,9.705242156982422,9.705242156982422
train-003584-dcb0ab56c4bed25a,1,1,train,15902398673401598554,pointer,T,F,F,True,F,True,False,2.264974000354414e-06,14.337458610534668,14.337458610534668
train-002065-d4932c6763ee63b0,2,1,train,15317635580187009968,pointer,G,P,P,True,T,False,False,2.3841855067985307e-07,16.55307960510254,-17.293306350708008
train-002065-d4932c6763ee63b0,2,2,train,15317635580187009968,pointer,G,T,T,True,T,True,False,2.074220174108632e-05,12.667240142822266,12.667240142822266
train-001642-6899983b3808643c,3,1,train,7537222831491802172,pointer,R,D,D,True,J,False,False,2.9802276912960224e-06,13.885833740234375,-17.457468032836914
train-001642-6899983b3808643c,3,2,train,7537222831491802172,pointer,R,F,F,True,J,False,False,2.4914430468925275e-05,12.063333511352539,-14.22276496887207
train-001642-6899983b3808643c,3,3,train,7537222831491802172,pointer,R,J,J,True,J,True,False,7.033323527139146e-06,13.704134941101074,13.704134941101074
