example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,7.152531907195225e-06,12.789244651794434,12.789244651794434
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,8.583032467868179e-06,12.7684965133667,-16.387722969055176
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,4.8874615458771586e-05,12.053466796875,12.053466796875
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,2.1815061700181104e-05,11.672357559204102,-17.17478847503662
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,8.308542601298541e-05,10.835381507873535,-14.455187797546387
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0010742137674242258,7.059139251708984,7.059139251708984
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,7.152555099310121e-07,15.9485445022583,-18.05628204345703
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.0003564914222806692,8.892956733703613,-11.1715087890625
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,8.821448318485636e-06,13.184896469116211,-14.712512016296387
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,1.7404405298293568e-05,11.665823936462402,11.665823936462402
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,7.271740287251305e-06,13.681896209716797,-15.47323989868164
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,3.9934315282152966e-05,11.895941734313965,-13.22555160522461
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,1.4424220353248529e-05,12.596588134765625,-12.596588134765625
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.0005594118847511709,9.505254745483398,-10.5270414352417
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,2.3007127310847864e-05,12.12878131866455,12.12878131866455
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,4.887569048150908e-06,13.674027442932129,-16.37501049041748
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,0.00010918975021922961,9.392903327941895,-14.132418632507324
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,2.5748875486897305e-05,12.555010795593262,-14.643492698669434
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,0.0001685477327555418,10.103906631469727,-12.46963119506836
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.00011038171214750037,10.97162914276123,-12.914467811584473
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,F,F,True,F,True,False,7.986990567587782e-06,13.210601806640625,13.210601806640625
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,3.4570634852570947e-06,13.748602867126465,13.748602867126465
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,1.728519782773219e-05,12.38426399230957,-12.38426399230957
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,5.924526340095326e-05,11.136541366577148,11.136541366577148
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,5.364403477869928e-06,13.976228713989258,-16.53663730621338
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,7.581423415103927e-05,10.777946472167969,-11.977635383605957
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,2.50339189733495e-06,14.640865325927734,14.640865325927734
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,1.2993727978027891e-05,12.754302024841309,-15.000594139099121
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,8.439661905867979e-05,10.450189590454102,-14.076698303222656
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,0.00021944021864328533,9.741780281066895,-9.741780281066895
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.00014125302550382912,11.115854263305664,11.115854263305664
train-007972-1c0bc04c624687c7,5,1,train,2020920292104636359,pointer,S,P,P,True,Y,False,False,2.861018856492592e-06,14.641794204711914,-18.204602241516113
train-007972-1c0bc04c624687c7,5,2,train,2020920292104636359,pointer,S,C,C,True,Y,False,False,5.9602869441732764e-05,11.041862487792969,-16.577293395996094
train-007972-1c0bc04c624687c7,5,3,train,2020920292104636359,pointer,S,X,X,True,Y,False,False,4.2199197196168825e-05,12.119714736938477,-13.291070938110352
train-007972-1c0bc04c624687c7,5,4,train,2020920292104636359,pointer,S,L,L,True,Y,False,False,0.000219321038457565,9.988981246948242,-14.65553331375122
train-007972-1c0bc04c624687c7,5,5,train,2020920292104636359,pointer,S,Y,Y,True,Y,True,False,8.165503095369786e-05,11.204776763916016,11.204776763916016
train-000117-7a98bc40f47fce6a,6,1,train,8834017656253173354,pointer,W,P,P,True,G,False,False,8.583032467868179e-06,12.279268264770508,-15.549034118652344
train-000117-7a98bc40f47fce6a,6,2,train,8834017656253173354,pointer,W,M,M,True,G,False,False,7.557583012385294e-05,9.996373176574707,-13.049570083618164
