example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,0.00012909532233607024,9.50170612335205,9.50170612335205
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,4.9232225137529895e-05,11.690403938293457,-14.061460494995117
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,0.0004945961991325021,9.6722412109375,9.6722412109375
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,6.48477507638745e-05,10.689742088317871,-15.943599700927734
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.0008351890719495714,8.796560287475586,-12.258148193359375
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.00216166814789176,6.924253463745117,6.924253463745117
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,2.7417760065873154e-05,11.933144569396973,-14.898930549621582
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.000520570669323206,8.904937744140625,-10.183621406555176
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,0.00015138434537220746,9.963497161865234,-11.966639518737793
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.0012763934209942818,8.117291450500488,8.117291450500488
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,1.537788011773955e-05,12.553879737854004,-13.781527519226074
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,0.0006364941946230829,8.836254119873047,-9.667728424072266
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,0.00033861625706776977,9.084026336669922,-10.925352096557617
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.0037854695692658424,7.418315887451172,-7.418315887451172
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,0.001010503270663321,8.35100269317627,8.35100269317627
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,8.701899787411094e-05,11.176570892333984,-13.544159889221191
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,0.0009787060553207994,7.146428108215332,-12.438467025756836
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,0.00032240914879366755,10.152585983276367,-12.398992538452148
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,0.002882137894630432,7.452594757080078,-10.267877101898193
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.002310228068381548,7.981716156005859,-10.299331665039062
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,F,F,True,F,True,False,0.0004805363714694977,9.470623016357422,9.470623016357422
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,0.00012563870404846966,10.435614585876465,10.435614585876465
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,0.00012718822108581662,10.351924896240234,-10.351924896240234
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,0.0002619877050165087,9.666619300842285,9.666619300842285
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,3.0040289857424796e-05,12.384406089782715,-14.448487281799316
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,0.000285584683297202,9.390052795410156,-9.390052795410156
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,0.00012957210128661245,9.750622749328613,9.750622749328613
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,5.9960475482512265e-05,11.570720672607422,-12.944726943969727
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,0.00042632073746062815,9.33614730834961,-12.563031196594238
train-005771-32d4e4dc90a4581a,4,3,train,3662804032929683482,pointer,D,B,B,True,P,False,False,0.001364491879940033,8.087099075317383,-9.018523216247559
train-005771-32d4e4dc90a4581a,4,4,train,3662804032929683482,pointer,D,P,P,True,P,True,False,0.0005189026123844087,9.786218643188477,9.786218643188477
train-007972-1c0bc04c624687c7,5,1,train,2020920292104636359,pointer,S,M,P,False,Y,False,False,1.7721127271652222,-1.5856971740722656,-14.727677345275879
train-007972-1c0bc04c624687c7,5,2,train,2020920292104636359,pointer,S,C,C,True,Y,False,False,0.0008976006065495312,8.996123313903809,-11.697643280029297
train-007972-1c0bc04c624687c7,5,3,train,2020920292104636359,pointer,S,X,X,True,Y,False,False,0.0003797286772169173,9.545856475830078,-10.262520790100098
train-007972-1c0bc04c624687c7,5,4,train,2020920292104636359,pointer,S,L,L,True,Y,False,False,0.0023660066071897745,8.059536933898926,-9.476274490356445
