example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,0.0001292145170737058,9.752562522888184,9.752562522888184
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,6.568216485902667e-05,11.241440773010254,-14.749602317810059
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,0.0002470903273206204,10.463129043579102,10.463129043579102
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,0.00015722469834145159,9.84952163696289,-15.439053058624268
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,0.0016052944120019674,6.844067573547363,-12.57938003540039
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.004614063072949648,5.478985786437988,5.478985786437988
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,2.2411095415009186e-05,12.451998710632324,-14.846177101135254
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,0.000285227142740041,9.54183578491211,-10.687814712524414
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,5.757642793469131e-05,10.970152854919434,-13.716251373291016
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,0.0005777596961706877,8.683541297912598,8.683541297912598
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,1.9550132492440753e-05,12.637285232543945,-13.47005844116211
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,0.0005119920242577791,9.030797958374023,-10.403268814086914
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,0.00010108436981681734,10.944353103637695,-10.944353103637695
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.0005821678787469864,9.533169746398926,-9.845686912536621
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,0.00034648136352188885,9.85335636138916,9.85335636138916
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,4.053033626405522e-05,11.862598419189453,-14.111310005187988
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,0.00015221867943182588,9.373805046081543,-13.599137306213379
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,0.00010501786891836673,10.730006217956543,-13.786993980407715
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,0.0015808953903615475,8.036750793457031,-9.320012092590332
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.0007913556764833629,9.028623580932617,-11.50287914276123
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,F,F,True,F,True,False,0.0002814135223161429,10.350731372833252,10.350731372833252
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,7.045020902296528e-05,11.208279609680176,11.208279609680176
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,5.6622808187967166e-05,11.05018138885498,-11.05018138885498
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,0.0002693767019081861,10.059576988220215,10.059576988220215
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,4.3748852476710454e-05,11.015972137451172,-14.717103004455566
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,9.190614218823612e-05,10.591318130493164,-12.072416305541992
