example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-007784-617a2c600ec4e3a3,1,1,train,7023975359913976739,pointer,B,M,M,True,M,True,False,1.0490362910786644e-05,12.64771842956543,12.64771842956543
train-004489-65c0020ea520dc92,2,1,train,7331862455282359442,pointer,B,P,P,True,K,False,False,9.536738616588991e-07,15.636117935180664,-18.590353965759277
train-004489-65c0020ea520dc92,2,2,train,7331862455282359442,pointer,B,K,K,True,K,True,False,1.3470558769768104e-05,13.121581077575684,13.121581077575684
train-003450-00e626c020401ca6,3,1,train,64781851260099750,pointer,T,G,G,True,V,False,False,3.4570634852570947e-06,13.986198425292969,-18.333617210388184
train-003450-00e626c020401ca6,3,2,train,64781851260099750,pointer,T,Z,Z,True,V,False,False,2.4437606043647975e-05,11.036317825317383,-17.03796100616455
train-003450-00e626c020401ca6,3,3,train,64781851260099750,pointer,T,V,V,True,V,True,False,0.0006379238329827785,7.940532684326172,7.940532684326172
train-006571-80d4ec6e2c52b48c,4,1,train,9283304689851610252,pointer,L,X,X,True,B,False,False,2.3841855067985307e-07,16.635108947753906,-19.096890449523926
train-006571-80d4ec6e2c52b48c,4,2,train,9283304689851610252,pointer,L,G,G,True,B,False,False,7.068861305015162e-05,10.97846508026123,-12.411462783813477
train-006571-80d4ec6e2c52b48c,4,3,train,9283304689851610252,pointer,L,S,S,True,B,False,False,8.940656698541716e-06,12.624687194824219,-14.805985450744629
train-006571-80d4ec6e2c52b48c,4,4,train,9283304689851610252,pointer,L,B,B,True,B,True,False,3.611976353568025e-05,11.347570419311523,11.347570419311523
train-000548-a9abf14b34a55ca9,5,1,train,12226130918735436969,pointer,Y,N,N,True,A,False,False,4.0531076592742465e-06,14.40995979309082,-14.94244384765625
train-000548-a9abf14b34a55ca9,5,2,train,12226130918735436969,pointer,Y,K,K,True,A,False,False,1.5258672647178173e-05,13.220464706420898,-13.300748825073242
train-000548-a9abf14b34a55ca9,5,3,train,12226130918735436969,pointer,Y,I,I,True,A,False,False,5.960462772236497e-07,15.654877662658691,-16.76592445373535
train-000548-a9abf14b34a55ca9,5,4,train,12226130918735436969,pointer,Y,G,G,True,A,False,False,0.00012730741582345217,11.06536865234375,-11.548474311828613
train-000548-a9abf14b34a55ca9,5,5,train,12226130918735436969,pointer,Y,A,A,True,A,True,False,4.410734163684538e-06,13.086215019226074,13.086215019226074
train-003293-14ac541a61b6ed66,6,1,train,1489658049038052710,pointer,N,U,U,True,F,False,False,1.537788011773955e-05,12.270326614379883,-15.514307022094727
train-003293-14ac541a61b6ed66,6,2,train,1489658049038052710,pointer,N,W,W,True,F,False,False,5.483612312673358e-06,13.351856231689453,-16.06987762451172
train-003293-14ac541a61b6ed66,6,3,train,1489658049038052710,pointer,N,Q,Q,True,F,False,False,4.6491513785440475e-06,14.259000778198242,-17.07982349395752
train-003293-14ac541a61b6ed66,6,4,train,1489658049038052710,pointer,N,H,H,True,F,False,False,0.00017438798386137933,9.527647972106934,-13.380012512207031
train-003293-14ac541a61b6ed66,6,5,train,1489658049038052710,pointer,N,D,D,True,F,False,False,0.00020489977032411844,9.217817306518555,-13.891151428222656
train-003293-14ac541a61b6ed66,6,6,train,1489658049038052710,pointer,N,F,F,True,F,True,False,1.3351351299206726e-05,12.628829002380371,12.628829002380371
train-009368-248d6f593a53b386,1,1,train,2633883786102944646,pointer,M,U,U,True,U,True,False,9.536697689327411e-06,12.56428337097168,12.56428337097168
train-007337-544cdf598339848d,2,1,train,6074475572962624653,pointer,Q,S,S,True,C,False,False,6.48477507638745e-05,10.860023498535156,-11.602209091186523
train-007337-544cdf598339848d,2,2,train,6074475572962624653,pointer,Q,C,C,True,C,True,False,1.5139465176616795e-05,12.072513580322266,12.072513580322266
train-007962-a45560a716f6803b,3,1,train,11841477066001645627,pointer,K,T,T,True,N,False,False,1.6331539882230572e-05,12.091949462890625,-15.296917915344238
train-007962-a45560a716f6803b,3,2,train,11841477066001645627,pointer,K,D,D,True,N,False,False,7.152531907195225e-06,13.233480453491211,-15.120448112487793
train-007962-a45560a716f6803b,3,3,train,11841477066001645627,pointer,K,N,N,True,N,True,False,3.6954811548639555e-06,13.920848846435547,13.920848846435547
train-005771-32d4e4dc90a4581a,4,1,train,3662804032929683482,pointer,D,T,T,True,P,False,False,4.446407547220588e-05,10.968656539916992,-12.973118782043457
train-005771-32d4e4dc90a4581a,4,2,train,3662804032929683482,pointer,D,Y,Y,True,P,False,False,4.410734163684538e-06,14.355042457580566,-15.752978324890137
