example_id,task_depth,loop,split,seed,family,initial_state,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,intermediate_loss,intermediate_margin,final_margin
train-018918-8d17cf9df281e85e,1,1,train,10166822961097599070,pointer,X,X,E,False,E,False,False,2.392242908477783,-0.01035308837890625,-0.01035308837890625
train-018918-8d17cf9df281e85e,1,2,train,10166822961097599070,pointer,X,X,,,E,False,True,,,-1.1736021041870117
train-018918-8d17cf9df281e85e,1,3,train,10166822961097599070,pointer,X,X,,,E,False,True,,,-1.2614984512329102
train-018918-8d17cf9df281e85e,1,4,train,10166822961097599070,pointer,X,X,,,E,False,True,,,-1.1723356246948242
train-011449-90418c24029556d7,2,1,train,10394743501237868247,pointer,W,W,Z,False,J,False,False,2.866729497909546,-1.148533821105957,-2.1972131729125977
train-011449-90418c24029556d7,2,2,train,10394743501237868247,pointer,W,A,J,False,J,False,False,3.6644279956817627,-1.0220470428466797,-1.0220470428466797
train-011449-90418c24029556d7,2,3,train,10394743501237868247,pointer,W,A,,,J,False,True,,,-1.2994022369384766
train-011449-90418c24029556d7,2,4,train,10394743501237868247,pointer,W,A,,,J,False,True,,,-1.5186386108398438
train-004340-eb54913a1a4ca33b,3,1,train,16957338175692120891,pointer,U,Q,M,False,L,False,False,2.131141185760498,-0.2562446594238281,-1.1517400741577148
train-004340-eb54913a1a4ca33b,3,2,train,16957338175692120891,pointer,U,Q,R,False,L,False,False,3.49375319480896,-1.1309022903442383,-1.0296545028686523
train-004340-eb54913a1a4ca33b,3,3,train,16957338175692120891,pointer,U,A,L,False,L,False,False,3.5816445350646973,-1.1917486190795898,-1.1917486190795898
train-004340-eb54913a1a4ca33b,3,4,train,16957338175692120891,pointer,U,A,,,L,False,True,,,-1.4556875228881836
train-019899-f91350f60647baa1,4,1,train,17947777957599099553,pointer,B,B,T,False,D,False,False,2.6026406288146973,-0.8135604858398438,-1.3820781707763672
train-019899-f91350f60647baa1,4,2,train,17947777957599099553,pointer,B,B,O,False,D,False,False,4.46545934677124,-2.5728254318237305,-0.8758459091186523
train-019899-f91350f60647baa1,4,3,train,17947777957599099553,pointer,B,B,X,False,D,False,False,3.8194620609283447,-2.0416336059570312,-1.0878267288208008
train-019899-f91350f60647baa1,4,4,train,17947777957599099553,pointer,B,B,D,False,D,False,False,2.8947010040283203,-1.083282470703125,-1.083282470703125
train-002386-e88ec56ac7c0bf5c,5,1,train,16757548325900697436,pointer,S,Q,Q,True,T,False,False,1.7800616025924683,0.5629634857177734,-1.2927160263061523
train-002386-e88ec56ac7c0bf5c,5,2,train,16757548325900697436,pointer,S,S,J,False,T,False,False,3.9186933040618896,-1.6303024291992188,-1.293959617614746
